"","MID","FID","earn","earnu","wage","ww","hw","year","hrs"
"33976",1845170,1845170,22000,6,12.09,52,35,1999,1820
"33977",1845171,1845171,25000,6,29.76,28,30,1999,840
"33978",1845172,1845172,0,0,NA,0,0,1999,0
"33979",1850001,1850001,0,0,NA,0,0,1999,0
"33980",1850002,1850002,0,0,NA,0,0,1999,0
"33981",1850003,1850003,29000,6,12.89,50,45,1999,2250
"33982",1850004,1850004,26000,6,13.83,47,40,1999,1880
"33983",1850005,1850005,22000,6,11,50,40,1999,2000
"33984",1850030,1850030,11000,6,22.92,12,40,1999,480
"33985",1850031,1850031,15000,6,15,50,20,1999,1000
"33986",1850032,1850032,0,0,NA,0,0,1999,0
"33987",1850033,1850033,0,0,NA,0,0,1999,0
"33988",1850034,1850034,0,0,NA,0,0,1999,0
"33989",1850035,1850035,0,0,NA,0,0,1999,0
"33990",1850036,1850036,0,0,NA,0,0,1999,0
"33991",1850170,1850170,71000,6,24.65,48,60,1999,2880
"33992",1850172,1850172,40000,6,23.53,50,34,1999,1700
"33993",1850175,1850175,13000,6,12.5,26,40,1999,1040
"33994",1850176,1850176,0,0,NA,0,0,1999,0
"33995",1851001,1851001,0,0,NA,0,0,1999,0
"33996",1852001,1852001,10000,6,6.58,38,40,1999,1520
"33997",1852002,1852002,4000,6,5.56,18,40,1999,720
"33998",1852030,1852030,18000,6,9,50,40,1999,2000
"33999",1852032,1852032,0,0,NA,0,0,1999,0
"34000",1853001,1853001,30000,6,12,50,50,1999,2500
"34001",1853002,1853002,0,0,NA,0,0,1999,0
"34002",1854002,1854002,0,0,NA,0,0,1999,0
"34003",1854004,1854004,0,0,NA,0,0,1999,0
"34004",1854170,1854170,40000,6,21.16,42,45,1999,1890
"34005",1855001,1855001,0,0,NA,0,0,1999,0
"34006",1855002,1855002,0,0,NA,0,0,1999,0
"34007",1855004,1855004,52000,6,520,2,50,1999,100
"34008",1859002,1859002,0,0,NA,0,0,1999,0
"34009",1859003,1859003,250000,6,125,50,40,1999,2000
"34010",1859004,1859004,75000,6,27.83,49,55,1999,2695
"34011",1859030,1859030,0,0,NA,0,0,1999,0
"34012",1859031,1859031,0,0,NA,0,0,1999,0
"34013",1859032,1859032,0,0,NA,0,0,1999,0
"34014",1859033,1859033,0,0,NA,0,0,1999,0
"34015",1859170,1859170,NA,9,NA,50,50,1999,2500
"34016",1859171,1859171,48000,6,54.42,49,18,1999,882
"34017",1862002,1862002,40000,6,20,50,40,1999,2000
"34018",1862030,1862030,24000,6,13.19,52,35,1999,1820
"34019",1862031,1862031,0,0,NA,0,0,1999,0
"34020",1862032,1862032,0,0,NA,0,0,1999,0
"34021",1862033,1862033,0,0,NA,0,0,1999,0
"34022",1862171,1862171,24000,6,11.54,52,40,1999,2080
"34023",1862172,1862172,0,0,NA,0,0,1999,0
"34024",1862173,1862173,0,0,NA,0,0,1999,0
"34025",1862174,1862174,35000,6,17.5,50,40,1999,2000
"34026",1862175,1862175,0,0,NA,0,0,1999,0
"34027",1865001,1865001,0,0,NA,0,0,1999,0
"34028",1866001,1866001,0,0,NA,0,0,1999,0
"34029",1866002,1866002,0,0,NA,0,0,1999,0
"34030",1866003,1866003,130000,6,60.19,48,45,1999,2160
"34031",1866004,1866004,47000,6,23.98,49,40,1999,1960
"34032",1866005,1866005,50000,6,21.37,52,45,1999,2340
"34033",1866030,1866030,NA,9,NA,NA,2,1999,NA
"34034",1866031,1866031,0,0,NA,0,0,1999,0
"34035",1866032,1866032,0,0,NA,0,0,1999,0
"34036",1866033,1866033,0,0,NA,0,0,1999,0
"34037",1866034,1866034,0,0,NA,0,0,1999,0
"34038",1866170,1866170,30000,6,20.38,46,32,1999,1472
"34039",1866171,1866171,15000,6,13.37,51,22,1999,1122
"34040",1866172,1866172,38000,6,19,50,40,1999,2000
"34041",1866173,1866173,0,0,NA,0,0,1999,0
"34042",1867002,1867002,0,0,NA,0,0,1999,0
"34043",1867003,1867003,2000,6,3.85,52,10,1999,520
"34044",1867005,1867005,88000,6,29.93,49,60,1999,2940
"34045",1867030,1867030,0,0,NA,0,0,1999,0
"34046",1867031,1867031,0,0,NA,0,0,1999,0
"34047",1867032,1867032,0,0,NA,0,0,1999,0
"34048",1867033,1867033,0,0,NA,0,0,1999,0
"34049",1867034,1867034,0,0,NA,0,0,1999,0
"34050",1867170,1867170,150000,6,93.75,40,40,1999,1600
"34051",1867172,1867172,28000,6,17.28,36,45,1999,1620
"34052",1871001,1871001,0,0,NA,0,0,1999,0
"34053",1871002,1871002,0,0,NA,0,0,1999,0
"34054",1873001,1873001,0,0,NA,0,0,1999,0
"34055",1873002,1873002,0,0,NA,0,0,1999,0
"34056",1873004,1873004,NA,9,NA,52,55,1999,2860
"34057",1873171,1873171,NA,9,NA,12,32,1999,384
"34058",1877001,1877001,0,0,NA,0,0,1999,0
"34059",1877002,1877002,8000,6,5.13,52,30,1999,1560
"34060",1877170,1877170,0,0,NA,0,0,1999,0
"34061",1877171,1877171,0,0,NA,0,0,1999,0
"34062",1877172,1877172,0,0,NA,0,0,1999,0
"34063",1877173,1877173,0,0,NA,0,0,1999,0
"34064",1877174,1877174,0,0,NA,0,0,1999,0
"34065",1877175,1877175,0,0,NA,0,0,1999,0
"34066",1877176,1877176,0,0,NA,0,0,1999,0
"34067",1878001,1878001,30000,6,11.54,52,50,1999,2600
"34068",1878002,1878002,40000,6,21.74,46,40,1999,1840
"34069",1878030,1878030,15000,6,8.24,52,35,1999,1820
"34070",1878031,1878031,14000,6,6.73,52,40,1999,2080
"34071",1878032,1878032,0,0,NA,0,0,1999,0
"34072",1878033,1878033,0,0,NA,0,0,1999,0
"34073",1878034,1878034,0,0,NA,0,0,1999,0
"34074",1878170,1878170,45000,6,19.23,52,45,1999,2340
"34075",1878172,1878172,0,0,NA,0,0,1999,0
"34076",1878173,1878173,0,0,NA,0,0,1999,0
"34077",1879001,1879001,70000,6,29.79,47,50,1999,2350
"34078",1879002,1879002,34000,6,14.21,46,52,1999,2392
"34079",1879030,1879030,43000,6,10.75,50,80,1999,4000
"34080",1879031,1879031,20000,6,9.8,51,40,1999,2040
"34081",1879032,1879032,0,0,NA,0,0,1999,0
"34082",1879033,1879033,0,0,NA,0,0,1999,0
"34083",1879170,1879170,0,0,NA,0,0,1999,0
"34084",1879171,1879171,25000,6,12.76,49,40,1999,1960
"34085",1879172,1879172,0,0,NA,0,0,1999,0
"34086",1879173,1879173,0,0,NA,0,0,1999,0
"34087",1879174,1879174,NA,9,NA,52,45,1999,2340
"34088",1879175,1879175,NA,9,NA,50,40,1999,2000
"34089",1879176,1879176,0,0,NA,0,0,1999,0
"34090",1879177,1879177,0,0,NA,0,0,1999,0
"34091",1880001,1880001,0,0,NA,0,0,1999,0
"34092",1880002,1880002,0,0,NA,0,0,1999,0
"34093",1880003,1880003,24500,6,12.25,50,40,1999,2000
"34094",1880033,1880033,10000,6,5,50,40,1999,2000
"34095",1880034,1880034,NA,9,NA,50,18,1999,900
"34096",1880037,1880037,0,0,NA,0,0,1999,0
"34097",1880172,1880172,45000,6,14.71,51,60,1999,3060
"34098",1880175,1880175,500,6,3.13,8,20,1999,160
"34099",1887001,1887001,0,0,NA,0,0,1999,0
"34100",1887003,1887003,70000,6,33.65,52,40,1999,2080
"34101",1887005,1887005,20000,6,10.99,52,35,1999,1820
"34102",1887030,1887030,35000,6,16.83,52,40,1999,2080
"34103",1887031,1887031,0,0,NA,0,0,1999,0
"34104",1887032,1887032,10000,6,4.81,52,40,1999,2080
"34105",1887033,1887033,7000,6,2.24,52,60,1999,3120
"34106",1887034,1887034,0,0,NA,0,0,1999,0
"34107",1887035,1887035,0,0,NA,0,0,1999,0
"34108",1887036,1887036,0,0,NA,0,0,1999,0
"34109",1887037,1887037,0,0,NA,0,0,1999,0
"34110",1887038,1887038,0,0,NA,0,0,1999,0
"34111",1887039,1887039,0,0,NA,0,0,1999,0
"34112",1887040,1887040,0,0,NA,0,0,1999,0
"34113",1887041,1887041,0,0,NA,0,0,1999,0
"34114",1887042,1887042,0,0,NA,0,0,1999,0
"34115",1887170,1887170,0,0,NA,0,0,1999,0
"34116",1887172,1887172,25000,6,12.02,52,40,1999,2080
"34117",1887173,1887173,17000,6,8.17,52,40,1999,2080
"34118",1887176,1887176,23000,6,11.06,52,40,1999,2080
"34119",1887177,1887177,0,0,NA,0,0,1999,0
"34120",1887178,1887178,25000,6,12.02,52,40,1999,2080
"34121",1887179,1887179,26000,6,12.5,52,40,1999,2080
"34122",1887180,1887180,40000,6,19.23,52,40,1999,2080
"34123",1887181,1887181,6000,6,1.65,52,70,1999,3640
"34124",1887182,1887182,0,0,NA,0,0,1999,0
"34125",1887183,1887183,0,0,NA,0,0,1999,0
"34126",1887184,1887184,19000,6,NA,30,NA,1999,NA
"34127",1887185,1887185,0,0,NA,0,0,1999,0
"34128",1887186,1887186,0,0,NA,0,0,1999,0
"34129",1887187,1887187,6000,6,5.77,52,20,1999,1040
"34130",1887188,1887188,0,0,NA,0,0,1999,0
"34131",1887189,1887189,0,0,NA,0,0,1999,0
"34132",1892001,1892001,0,0,NA,0,0,1999,0
"34133",1892002,1892002,0,0,NA,0,0,1999,0
"34134",1892004,1892004,17000,6,16.35,52,20,1999,1040
"34135",1892005,1892005,21000,6,10.1,52,40,1999,2080
"34136",1892030,1892030,14000,6,6.73,52,40,1999,2080
"34137",1892032,1892032,25000,6,10.02,52,48,1999,2496
"34138",1892033,1892033,14000,6,6.73,52,40,1999,2080
"34139",1892034,1892034,0,0,NA,0,0,1999,0
"34140",1892035,1892035,0,0,NA,0,0,1999,0
"34141",1892036,1892036,0,0,NA,0,0,1999,0
"34142",1892038,1892038,0,0,NA,0,0,1999,0
"34143",1892174,1892174,32000,6,11.19,52,55,1999,2860
"34144",1892175,1892175,31000,6,13.25,52,45,1999,2340
"34145",1892177,1892177,35000,6,14.96,52,45,1999,2340
"34146",1892178,1892178,11000,6,5.29,52,40,1999,2080
"34147",1892179,1892179,38000,6,19,50,40,1999,2000
"34148",1892180,1892180,0,0,NA,0,0,1999,0
"34149",1892181,1892181,0,0,NA,0,0,1999,0
"34150",1893001,1893001,0,0,NA,0,0,1999,0
"34151",1893002,1893002,0,0,NA,0,0,1999,0
"34152",1893003,1893003,25000,6,15.63,40,40,1999,1600
"34153",1893005,1893005,20000,6,10.68,52,36,1999,1872
"34154",1893006,1893006,0,0,NA,0,0,1999,0
"34155",1893030,1893030,6000,6,4.62,52,25,1999,1300
"34156",1893031,1893031,0,0,NA,0,0,1999,0
"34157",1893032,1893032,0,0,NA,0,0,1999,0
"34158",1893033,1893033,5000,6,10,50,10,1999,500
"34159",1893034,1893034,0,0,NA,0,0,1999,0
"34160",1893035,1893035,0,0,NA,0,0,1999,0
"34161",1893036,1893036,0,0,NA,0,0,1999,0
"34162",1893037,1893037,0,0,NA,0,0,1999,0
"34163",1893038,1893038,0,0,NA,0,0,1999,0
"34164",1893039,1893039,0,0,NA,0,0,1999,0
"34165",1893171,1893171,46000,6,17.69,52,50,1999,2600
"34166",1893172,1893172,20000,6,10.74,49,38,1999,1862
"34167",1893173,1893173,18000,6,10.29,50,35,1999,1750
"34168",1893174,1893174,432,4,21.6,17,40,1999,680
"34169",1893175,1893175,0,0,NA,0,0,1999,0
"34170",1893176,1893176,600,3,15,52,40,1999,2080
"34171",1893177,1893177,25000,6,13.35,52,36,1999,1872
"34172",1893178,1893178,14000,6,6.73,52,40,1999,2080
"34173",1894001,1894001,0,0,NA,0,0,1999,0
"34174",1894002,1894002,0,0,NA,0,0,1999,0
"34175",1894003,1894003,26000,6,16.25,40,40,1999,1600
"34176",1894030,1894030,35000,6,15.87,49,45,1999,2205
"34177",1894031,1894031,0,0,NA,0,0,1999,0
"34178",1894032,1894032,0,0,NA,0,0,1999,0
"34179",1894170,1894170,64000,6,45.71,35,40,1999,1400
"34180",1894175,1894175,45000,6,20.6,52,42,1999,2184
"34181",1897002,1897002,0,0,NA,0,0,1999,0
"34182",1897003,1897003,15000,6,6.67,45,50,1999,2250
"34183",1897030,1897030,0,0,NA,0,0,1999,0
"34184",1897170,1897170,25000,6,12.25,51,40,1999,2040
"34185",1897172,1897172,0,0,NA,0,0,1999,0
"34186",1898003,1898003,25000,6,14.62,45,38,1999,1710
"34187",1898004,1898004,2000,6,NA,NA,NA,1999,NA
"34188",1898030,1898030,0,0,NA,0,0,1999,0
"34189",1898031,1898031,0,0,NA,0,0,1999,0
"34190",1898174,1898174,32000,6,19.32,46,36,1999,1656
"34191",1898175,1898175,0,0,NA,0,0,1999,0
"34192",1900021,1900021,7000,6,5,50,28,1999,1400
"34193",1900170,1900170,15000,6,7.5,50,40,1999,2000
"34194",1901001,1901001,0,0,NA,0,0,1999,0
"34195",1901002,1901002,7500,6,7.21,52,20,1999,1040
"34196",1901003,1901003,18000,6,6.92,52,50,1999,2600
"34197",1901030,1901030,0,0,NA,0,0,1999,0
"34198",1901031,1901031,0,0,NA,0,0,1999,0
"34199",1901033,1901033,0,0,NA,0,0,1999,0
"34200",1901172,1901172,0,0,NA,0,0,1999,0
"34201",1901178,1901178,NA,9,NA,52,40,1999,2080
"34202",1901179,1901179,0,0,NA,0,0,1999,0
"34203",1903001,1903001,0,0,NA,0,0,1999,0
"34204",1903002,1903002,0,0,NA,0,0,1999,0
"34205",1904001,1904001,36700,6,17.64,52,40,1999,2080
"34206",1905001,1905001,0,0,NA,0,0,1999,0
"34207",1905002,1905002,15000,6,10,50,30,1999,1500
"34208",1905003,1905003,50000,6,12.02,52,80,1999,4160
"34209",1905004,1905004,0,0,NA,0,0,1999,0
"34210",1905005,1905005,40000,6,15.38,52,50,1999,2600
"34211",1905031,1905031,0,0,NA,0,0,1999,0
"34212",1905032,1905032,0,0,NA,0,0,1999,0
"34213",1905033,1905033,0,0,NA,0,0,1999,0
"34214",1905034,1905034,0,0,NA,0,0,1999,0
"34215",1905172,1905172,15000,6,10,50,30,1999,1500
"34216",1905173,1905173,37000,6,23.13,40,40,1999,1600
"34217",1905174,1905174,20000,6,16.03,52,24,1999,1248
"34218",1905175,1905175,0,0,NA,0,0,1999,0
"34219",1906030,1906030,20000,6,19.23,52,20,1999,1040
"34220",1906031,1906031,0,0,NA,0,0,1999,0
"34221",1906172,1906172,30000,6,16.67,45,40,1999,1800
"34222",1908001,1908001,0,0,NA,0,0,1999,0
"34223",1908002,1908002,0,0,NA,0,0,1999,0
"34224",1908004,1908004,5896,6,3.98,37,40,1999,1480
"34225",1908031,1908031,0,0,NA,0,0,1999,0
"34226",1908032,1908032,0,0,NA,0,0,1999,0
"34227",1908033,1908033,0,0,NA,0,0,1999,0
"34228",1908170,1908170,0,0,NA,0,0,1999,0
"34229",1908174,1908174,140000,6,67.31,52,40,1999,2080
"34230",1909001,1909001,0,0,NA,0,0,1999,0
"34231",1909002,1909002,0,0,NA,0,0,1999,0
"34232",1909003,1909003,0,0,NA,0,0,1999,0
"34233",1909004,1909004,0,0,NA,0,0,1999,0
"34234",1909030,1909030,0,0,NA,0,0,1999,0
"34235",1909031,1909031,0,0,NA,0,0,1999,0
"34236",1909173,1909173,0,0,NA,0,0,1999,0
"34237",1911001,1911001,0,0,NA,0,0,1999,0
"34238",1911003,1911003,50000,6,13.74,52,70,1999,3640
"34239",1911004,1911004,72500,6,34.86,52,40,1999,2080
"34240",1911006,1911006,0,0,NA,0,0,1999,0
"34241",1911030,1911030,0,0,NA,0,0,1999,0
"34242",1911031,1911031,0,0,NA,0,0,1999,0
"34243",1911032,1911032,0,0,NA,0,0,1999,0
"34244",1911033,1911033,0,0,NA,0,0,1999,0
"34245",1911034,1911034,0,0,NA,0,0,1999,0
"34246",1911035,1911035,0,0,NA,0,0,1999,0
"34247",1911170,1911170,0,0,NA,0,0,1999,0
"34248",1911173,1911173,75000,6,39.06,48,40,1999,1920
"34249",1911174,1911174,60000,6,27.83,49,44,1999,2156
"34250",1911177,1911177,36500,6,14.31,51,50,1999,2550
"34251",1911181,1911181,0,0,NA,0,0,1999,0
"34252",1911182,1911182,0,0,NA,0,0,1999,0
"34253",1912002,1912002,0,0,NA,0,0,1999,0
"34254",1913003,1913003,37693,6,19.23,49,40,1999,1960
"34255",1914001,1914001,NA,9,NA,44,8,1999,352
"34256",1914002,1914002,0,0,NA,0,0,1999,0
"34257",1914003,1914003,4000,6,5.05,36,22,1999,792
"34258",1914004,1914004,42000,6,16.8,50,50,1999,2500
"34259",1914030,1914030,26000,6,12.5,52,40,1999,2080
"34260",1914031,1914031,0,0,NA,0,0,1999,0
"34261",1914032,1914032,0,0,NA,0,0,1999,0
"34262",1914033,1914033,0,0,NA,0,0,1999,0
"34263",1914170,1914170,58000,6,25.17,48,48,1999,2304
"34264",1914173,1914173,NA,6,NA,52,35,1999,1820
"34265",1914174,1914174,18000,6,9,50,40,1999,2000
"34266",1914175,1914175,0,0,NA,0,0,1999,0
"34267",1914176,1914176,0,0,NA,0,0,1999,0
"34268",1914177,1914177,0,0,NA,0,0,1999,0
"34269",1914178,1914178,0,0,NA,0,0,1999,0
"34270",1914179,1914179,0,0,NA,0,0,1999,0
"34271",1915003,1915003,30000,6,9.64,51,61,1999,3111
"34272",1915004,1915004,35000,6,19.02,46,40,1999,1840
"34273",1915005,1915005,20000,6,9.62,52,40,1999,2080
"34274",1915030,1915030,0,0,NA,0,0,1999,0
"34275",1915031,1915031,0,0,NA,0,0,1999,0
"34276",1915032,1915032,0,0,NA,0,0,1999,0
"34277",1915171,1915171,50000,6,27.17,46,40,1999,1840
"34278",1915175,1915175,NA,9,NA,52,40,1999,2080
"34279",1916001,1916001,15000,6,7.21,52,40,1999,2080
"34280",1916002,1916002,36000,6,17.31,52,40,1999,2080
"34281",1917001,1917001,3500,6,NA,NA,30,1999,NA
"34282",1917002,1917002,0,0,NA,0,0,1999,0
"34283",1917003,1917003,20000,6,9.8,51,40,1999,2040
"34284",1917004,1917004,0,0,NA,0,0,1999,0
"34285",1917005,1917005,14000,6,12.15,48,24,1999,1152
"34286",1917030,1917030,0,0,NA,0,0,1999,0
"34287",1917031,1917031,0,0,NA,0,0,1999,0
"34288",1917032,1917032,0,0,NA,0,0,1999,0
"34289",1917033,1917033,0,0,NA,0,0,1999,0
"34290",1917034,1917034,0,0,NA,0,0,1999,0
"34291",1917035,1917035,0,0,NA,0,0,1999,0
"34292",1917170,1917170,5000,6,4.81,52,20,1999,1040
"34293",1917172,1917172,15000,6,7.35,51,40,1999,2040
"34294",1917173,1917173,31000,6,13.75,49,46,1999,2254
"34295",1917174,1917174,36000,6,18,50,40,1999,2000
"34296",1917175,1917175,0,0,NA,0,0,1999,0
"34297",1918001,1918001,0,0,NA,0,0,1999,0
"34298",1918003,1918003,10000,6,10.64,47,20,1999,940
"34299",1918004,1918004,2000,6,4.5,37,12,1999,444
"34300",1918030,1918030,5000,6,3.47,24,60,1999,1440
"34301",1918031,1918031,0,0,NA,0,0,1999,0
"34302",1918032,1918032,0,0,NA,0,0,1999,0
"34303",1918033,1918033,0,0,NA,0,0,1999,0
"34304",1918034,1918034,0,0,NA,0,0,1999,0
"34305",1918170,1918170,61000,6,29.9,51,40,1999,2040
"34306",1918173,1918173,63000,6,28,50,45,1999,2250
"34307",1918174,1918174,0,0,NA,0,0,1999,0
"34308",1918176,1918176,0,0,NA,0,0,1999,0
"34309",1918177,1918177,0,0,NA,0,0,1999,0
"34310",1918178,1918178,0,0,NA,0,0,1999,0
"34311",1918179,1918179,0,0,NA,0,0,1999,0
"34312",1919002,1919002,0,0,NA,0,0,1999,0
"34313",1919003,1919003,60000,6,38.46,39,40,1999,1560
"34314",1919004,1919004,30000,6,15,50,40,1999,2000
"34315",1919005,1919005,0,0,NA,0,0,1999,0
"34316",1919006,1919006,45000,6,22.5,50,40,1999,2000
"34317",1919007,1919007,76000,6,31.02,49,50,1999,2450
"34318",1919008,1919008,34000,6,17,50,40,1999,2000
"34319",1919009,1919009,0,0,NA,0,0,1999,0
"34320",1919030,1919030,30000,6,12.82,39,60,1999,2340
"34321",1919031,1919031,45000,6,30.61,49,30,1999,1470
"34322",1919032,1919032,0,0,NA,0,0,1999,0
"34323",1919033,1919033,4000,6,6.67,50,12,1999,600
"34324",1919034,1919034,0,0,NA,0,0,1999,0
"34325",1919035,1919035,0,0,NA,0,0,1999,0
"34326",1919036,1919036,0,0,NA,0,0,1999,0
"34327",1919037,1919037,0,0,NA,0,0,1999,0
"34328",1919038,1919038,0,0,NA,0,0,1999,0
"34329",1919039,1919039,0,0,NA,0,0,1999,0
"34330",1919040,1919040,0,0,NA,0,0,1999,0
"34331",1919041,1919041,0,0,NA,0,0,1999,0
"34332",1919042,1919042,0,0,NA,0,0,1999,0
"34333",1919043,1919043,0,0,NA,0,0,1999,0
"34334",1919044,1919044,0,0,NA,0,0,1999,0
"34335",1919045,1919045,0,0,NA,0,0,1999,0
"34336",1919046,1919046,0,0,NA,0,0,1999,0
"34337",1919170,1919170,49000,6,31.41,39,40,1999,1560
"34338",1919171,1919171,40000,6,20,50,40,1999,2000
"34339",1919172,1919172,30000,6,22.56,38,35,1999,1330
"34340",1919173,1919173,14000,6,11.67,48,25,1999,1200
"34341",1919174,1919174,57000,6,23.75,48,50,1999,2400
"34342",1919175,1919175,0,0,NA,0,0,1999,0
"34343",1919176,1919176,0,0,NA,0,0,1999,0
"34344",1919177,1919177,0,0,NA,0,0,1999,0
"34345",1920001,1920001,0,0,NA,0,0,1999,0
"34346",1920002,1920002,0,0,NA,0,0,1999,0
"34347",1920003,1920003,25000,6,13.51,50,37,1999,1850
"34348",1920004,1920004,45000,6,18.37,49,50,1999,2450
"34349",1920005,1920005,55000,6,20.34,52,52,1999,2704
"34350",1920006,1920006,105000,6,31.25,48,70,1999,3360
"34351",1920030,1920030,70,6,1.17,6,10,1999,60
"34352",1920031,1920031,0,0,NA,0,0,1999,0
"34353",1920032,1920032,0,0,NA,0,0,1999,0
"34354",1920033,1920033,0,0,NA,0,0,1999,0
"34355",1920034,1920034,0,0,NA,0,0,1999,0
"34356",1920035,1920035,0,0,NA,0,0,1999,0
"34357",1920036,1920036,0,0,NA,0,0,1999,0
"34358",1920037,1920037,0,0,NA,0,0,1999,0
"34359",1920170,1920170,37000,6,19.27,48,40,1999,1920
"34360",1920172,1920172,50000,6,24.04,52,40,1999,2080
"34361",1920173,1920173,0,0,NA,0,0,1999,0
"34362",1925001,1925001,72000,6,32.65,49,45,1999,2205
"34363",1925030,1925030,0,0,NA,0,0,1999,0
"34364",1925031,1925031,0,0,NA,0,0,1999,0
"34365",1925170,1925170,48000,6,32.65,49,30,1999,1470
"34366",1926001,1926001,70000,6,35,50,40,1999,2000
"34367",1926002,1926002,74000,6,30.94,46,52,1999,2392
"34368",1926003,1926003,35000,6,18.23,48,40,1999,1920
"34369",1926004,1926004,35000,6,19.84,49,36,1999,1764
"34370",1926030,1926030,0,0,NA,0,0,1999,0
"34371",1926031,1926031,0,0,NA,0,0,1999,0
"34372",1926032,1926032,0,0,NA,0,0,1999,0
"34373",1926033,1926033,0,0,NA,0,0,1999,0
"34374",1926034,1926034,0,0,NA,0,0,1999,0
"34375",1926170,1926170,40000,6,16.67,48,50,1999,2400
"34376",1926173,1926173,32000,6,20,40,40,1999,1600
"34377",1926175,1926175,0,0,NA,0,0,1999,0
"34378",1926176,1926176,0,0,NA,0,0,1999,0
"34379",1928004,1928004,120000,6,38.46,52,60,1999,3120
"34380",1928005,1928005,72000,6,25.17,52,55,1999,2860
"34381",1928030,1928030,0,0,NA,0,0,1999,0
"34382",1928031,1928031,0,0,NA,0,0,1999,0
"34383",1928171,1928171,20000,6,38.46,52,10,1999,520
"34384",1928172,1928172,0,6,NA,52,45,1999,2340
"34385",1930002,1930002,124000,6,62,50,40,1999,2000
"34386",1930004,1930004,50000,6,24.51,51,40,1999,2040
"34387",1930005,1930005,2400,6,1.26,50,38,1999,1900
"34388",1930030,1930030,27000,6,13.78,49,40,1999,1960
"34389",1930032,1930032,0,0,NA,0,0,1999,0
"34390",1930034,1930034,0,0,NA,0,0,1999,0
"34391",1930035,1930035,0,0,NA,0,0,1999,0
"34392",1930171,1930171,0,0,NA,0,0,1999,0
"34393",1930172,1930172,54000,6,27,50,40,1999,2000
"34394",1930173,1930173,75000,6,32.05,52,45,1999,2340
"34395",1931002,1931002,0,0,NA,0,0,1999,0
"34396",1932001,1932001,0,0,NA,0,0,1999,0
"34397",1932002,1932002,0,0,NA,0,0,1999,0
"34398",1932003,1932003,20000,6,8.89,50,45,1999,2250
"34399",1932005,1932005,45000,6,22.5,50,40,1999,2000
"34400",1932031,1932031,0,0,NA,0,0,1999,0
"34401",1932032,1932032,20000,6,8.89,50,45,1999,2250
"34402",1932033,1932033,7000,6,6.73,52,20,1999,1040
"34403",1932034,1932034,20000,6,7.27,50,55,1999,2750
"34404",1932035,1932035,0,0,NA,0,0,1999,0
"34405",1932173,1932173,33000,6,16.18,51,40,1999,2040
"34406",1932175,1932175,20000,6,7.27,50,55,1999,2750
"34407",1932177,1932177,0,0,NA,0,0,1999,0
"34408",1933002,1933002,0,0,NA,0,0,1999,0
"34409",1933003,1933003,0,0,NA,0,0,1999,0
"34410",1934002,1934002,0,0,NA,0,0,1999,0
"34411",1935001,1935001,0,0,NA,0,0,1999,0
"34412",1935002,1935002,0,0,NA,0,0,1999,0
"34413",1935003,1935003,75000,6,34.72,45,48,1999,2160
"34414",1935004,1935004,NA,9,NA,50,40,1999,2000
"34415",1935005,1935005,70000,6,31.11,50,45,1999,2250
"34416",1935170,1935170,NA,9,NA,47,40,1999,1880
"34417",1935171,1935171,52000,6,26,50,40,1999,2000
"34418",1935172,1935172,0,0,NA,0,0,1999,0
"34419",1935173,1935173,0,0,NA,0,0,1999,0
"34420",1935174,1935174,0,0,NA,0,0,1999,0
"34421",1936001,1936001,75000,6,27.83,49,55,1999,2695
"34422",1936002,1936002,25000,6,12.76,49,40,1999,1960
"34423",1936030,1936030,0,0,NA,0,0,1999,0
"34424",1936031,1936031,25000,6,12.76,49,40,1999,1960
"34425",1936032,1936032,0,0,NA,0,0,1999,0
"34426",1936033,1936033,0,0,NA,0,0,1999,0
"34427",1936171,1936171,0,0,NA,0,0,1999,0
"34428",1936173,1936173,50000,6,22.68,49,45,1999,2205
"34429",1936174,1936174,45000,6,17.65,51,50,1999,2550
"34430",1939001,1939001,60000,6,23.08,52,50,1999,2600
"34431",1939002,1939002,32000,6,22.16,38,38,1999,1444
"34432",1939003,1939003,32000,6,15.38,52,40,1999,2080
"34433",1939030,1939030,38000,6,18.27,52,40,1999,2080
"34434",1939031,1939031,NA,9,NA,52,20,1999,1040
"34435",1939032,1939032,15000,6,7.81,48,40,1999,1920
"34436",1939033,1939033,0,0,NA,0,0,1999,0
"34437",1939034,1939034,0,0,NA,0,0,1999,0
"34438",1939170,1939170,24000,6,11.54,52,40,1999,2080
"34439",1939171,1939171,24000,6,11.54,52,40,1999,2080
"34440",1939172,1939172,NA,9,NA,52,40,1999,2080
"34441",1940001,1940001,0,0,NA,0,0,1999,0
"34442",1940171,1940171,13000,6,31.25,52,8,1999,416
"34443",1945002,1945002,300,6,5,3,20,1999,60
"34444",1945003,1945003,24000,6,11.54,52,40,1999,2080
"34445",1945021,1945021,36000,6,17.31,52,40,1999,2080
"34446",1945030,1945030,35000,6,16.83,52,40,1999,2080
"34447",1945031,1945031,15000,6,8.15,46,40,1999,1840
"34448",1945032,1945032,0,0,NA,0,0,1999,0
"34449",1945033,1945033,0,0,NA,0,0,1999,0
"34450",1945170,1945170,0,0,NA,0,0,1999,0
"34451",1945171,1945171,25000,6,12.02,52,40,1999,2080
"34452",1945173,1945173,48000,6,23.08,52,40,1999,2080
"34453",1945176,1945176,0,0,NA,0,0,1999,0
