"","KID","LW_std","LW_raw","PC_std","PC_raw","AP_std","AP_raw","DigSpan","BPE","BPN","year"
"4586",1687031,112,53,137,39,125,52,12,0,2,2002
"4587",1690033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4588",1690034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4589",1690035,98,24,111,15,118,28,9,3,0,2002
"4590",1690036,87,13,97,4,105,20,6,14,NA,2002
"4591",1690172,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4592",1690173,104,43,95,21,105,35,12,5,1,2002
"4593",1692038,NA,NA,NA,NA,NA,NA,NA,3,4,2002
"4594",1692039,NA,NA,NA,NA,NA,NA,NA,14,12,2002
"4595",1692040,105,28,104,13,101,25,13,7,1,2002
"4596",1695045,92,49,93,30,82,35,11,13,1,2002
"4597",1695046,99,47,95,26,102,39,13,8,7,2002
"4598",1695047,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4599",1695048,133,52,122,30,131,42,14,15,9,2002
"4600",1695050,107,41,118,25,119,35,12,1,2,2002
"4601",1695051,119,43,133,28,115,32,15,6,2,2002
"4602",1695052,108,25,119,16,100,23,12,3,0,2002
"4603",1695054,115,25,125,15,87,18,8,7,5,2002
"4604",1695064,95,48,108,32,122,50,17,3,5,2002
"4605",1695199,NA,NA,NA,NA,NA,NA,NA,9,7,2002
"4606",1697044,91,47,102,31,105,45,18,16,10,2002
"4607",1697045,110,50,94,26,94,36,12,14,12,2002
"4608",1697046,87,37,99,25,105,37,14,4,4,2002
"4609",1697047,103,39,109,22,100,30,11,0,0,2002
"4610",1697048,83,15,77,2,70,15,2,11,6,2002
"4611",1697049,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4612",1698031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4613",1698173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4614",1700036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4615",1700038,NA,NA,NA,NA,NA,NA,NA,2,1,2002
"4616",1700039,96,23,109,14,91,22,11,10,3,2002
"4617",1700180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4618",1701032,94,50,97,31,115,51,18,9,0,2002
"4619",1701033,96,49,115,34,112,47,17,4,1,2002
"4620",1701034,96,41,103,25,105,36,11,7,0,2002
"4621",1701035,99,31,120,21,97,26,10,6,5,2002
"4622",1701036,99,13,NA,NA,93,15,8,5,1,2002
"4623",1709183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4624",1709184,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4625",1720178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4626",1722037,91,47,88,26,83,34,14,1,1,2002
"4627",1722038,102,33,112,19,118,31,18,6,6,2002
"4628",1722040,120,26,118,11,87,17,10,2,1,2002
"4629",1722184,106,50,106,30,90,35,13,1,1,2002
"4630",1722185,128,53,100,27,116,43,14,5,1,2002
"4631",1731031,105,53,97,31,94,42,16,9,1,2002
"4632",1731032,123,55,109,35,108,48,25,2,2,2002
"4633",1731033,92,48,98,30,92,39,20,3,0,2002
"4634",1731035,97,49,99,30,81,32,15,7,8,2002
"4635",1732030,116,53,90,25,99,41,24,6,3,2002
"4636",1732031,102,48,119,32,96,37,21,1,1,2002
"4637",1738032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4638",1738033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4639",1740032,102,52,86,25,101,44,14,0,1,2002
"4640",1750031,130,40,129,23,97,25,13,5,4,2002
"4641",1758033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4642",1758034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4643",1758035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4644",1758036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4645",1762040,98,49,107,31,99,41,13,1,5,2002
"4646",1762041,135,54,121,32,128,47,17,13,6,2002
"4647",1762042,96,45,98,26,112,42,12,15,11,2002
"4648",1762043,134,47,135,28,146,40,13,7,3,2002
"4649",1762044,97,18,89,4,85,18,9,3,1,2002
"4650",1762045,96,13,NA,NA,80,13,7,9,3,2002
"4651",1763035,94,50,88,27,98,44,17,3,0,2002
"4652",1763036,95,45,95,25,94,36,10,17,13,2002
"4653",1763038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4654",1763040,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4655",1767032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4656",1767033,105,27,NA,NA,99,24,13,8,4,2002
"4657",1775033,115,54,104,33,114,50,20,12,10,2002
"4658",1775035,110,51,97,27,102,41,16,8,4,2002
"4659",1775036,138,55,142,38,127,50,20,1,0,2002
"4660",1775037,109,44,133,33,133,42,19,3,10,2002
"4661",1775038,134,52,122,30,118,38,18,7,6,2002
"4662",1775039,112,28,124,18,132,31,16,8,4,2002
"4663",1782033,118,50,104,28,108,39,15,2,5,2002
"4664",1782034,134,39,131,22,128,30,15,5,2,2002
"4665",1782035,89,13,NA,NA,116,24,10,13,5,2002
"4666",1782175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4667",1783030,148,56,125,36,117,49,21,5,3,2002
"4668",1783170,98,50,105,32,124,52,16,12,10,2002
"4669",1784033,111,46,119,30,127,42,18,7,3,2002
"4670",1784035,131,48,118,24,131,37,16,5,4,2002
"4671",1786045,88,47,90,28,102,46,14,9,1,2002
"4672",1786047,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4673",1786048,105,50,107,31,105,42,14,4,3,2002
"4674",1786049,91,42,96,25,113,42,14,5,0,2002
"4675",1786050,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4676",1787035,91,47,100,32,91,38,17,1,0,2002
"4677",1794032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4678",1795033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4679",1798039,99,31,110,18,97,26,8,4,0,2002
"4680",1798040,112,32,117,18,109,27,8,3,3,2002
"4681",1798041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4682",1799038,80,35,95,24,78,28,13,0,1,2002
"4683",1799039,98,39,93,20,93,29,10,2,0,2002
"4684",1802033,112,53,92,27,110,47,14,0,0,2002
"4685",1803030,112,54,93,29,91,40,21,6,3,2002
"4686",1803031,112,51,96,26,101,40,21,11,2,2002
"4687",1805033,106,53,104,33,97,43,18,3,0,2002
"4688",1805034,106,52,106,32,101,43,20,5,6,2002
"4689",1805175,168,57,89,26,109,47,21,1,0,2002
"4690",1807035,NA,NA,NA,NA,NA,NA,NA,3,4,2002
"4691",1807037,NA,NA,NA,NA,NA,NA,NA,5,3,2002
"4692",1810043,96,50,85,25,86,36,16,3,8,2002
"4693",1813032,100,48,98,27,104,41,15,2,2,2002
"4694",1822034,109,50,105,29,93,36,15,1,1,2002
"4695",1823033,94,50,93,29,NA,NA,18,2,0,2002
"4696",1823034,113,52,109,32,103,42,13,3,0,2002
"4697",1824176,95,45,100,28,126,48,14,6,6,2002
"4698",1830033,NA,NA,NA,NA,NA,NA,NA,14,3,2002
"4699",1830034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4700",1837034,115,54,107,34,94,41,23,7,2,2002
"4701",1837035,124,44,125,25,106,30,8,1,1,2002
"4702",1839034,85,36,91,21,100,36,11,0,0,2002
"4703",1839035,83,33,88,18,92,31,14,12,3,2002
"4704",1839036,65,27,64,12,75,27,12,12,7,2002
"4705",1839038,98,16,0,NA,74,14,6,10,4,2002
"4706",1841035,109,53,93,29,109,47,15,1,1,2002
"4707",1841036,104,49,108,30,111,43,12,2,1,2002
"4708",1841037,114,45,108,26,132,41,14,2,3,2002
"4709",1841039,109,35,113,19,124,32,14,0,0,2002
"4710",1845030,NA,NA,NA,NA,NA,NA,NA,7,1,2002
"4711",1845031,179,57,115,31,95,36,14,15,5,2002
"4712",1850033,109,53,113,35,118,51,21,5,6,2002
"4713",1850034,100,50,115,33,118,48,22,2,0,2002
"4714",1852032,106,41,110,23,113,34,17,12,11,2002
"4715",1859031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4716",1859033,133,55,126,36,128,52,17,6,5,2002
"4717",1862032,99,45,95,24,93,34,12,3,0,2002
"4718",1862033,95,26,91,10,87,22,13,9,2,2002
"4719",1862173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4720",1866032,144,56,115,36,127,54,24,9,4,2002
"4721",1866033,117,54,97,30,93,40,17,4,2,2002
"4722",1866034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4723",1867033,113,53,111,33,119,50,16,5,4,2002
"4724",1867034,97,45,121,32,121,45,18,1,1,2002
"4725",1877176,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4726",1878033,124,49,122,30,103,34,13,3,4,2002
"4727",1878034,124,44,122,24,119,33,16,3,0,2002
"4728",1879032,139,55,120,33,130,50,16,7,7,2002
"4729",1879033,92,43,110,30,115,43,17,8,4,2002
"4730",1887037,92,49,97,31,91,40,17,7,5,2002
"4731",1893034,NA,NA,NA,NA,NA,NA,NA,4,NA,2002
"4732",1893035,NA,NA,NA,NA,NA,NA,NA,2,0,2002
"4733",1893036,91,33,99,19,120,35,16,2,1,2002
"4734",1893037,98,37,115,24,109,32,9,3,0,2002
"4735",1893038,118,28,128,18,101,22,11,12,1,2002
"4736",1897030,155,56,120,33,122,47,18,5,0,2002
"4737",1898030,105,31,114,18,111,28,11,4,1,2002
"4738",1901031,110,50,109,30,109,42,14,7,0,2002
"4739",1901172,96,49,97,29,107,45,14,3,1,2002
"4740",1905031,97,49,108,32,121,50,10,0,0,2002
"4741",1905032,97,44,107,28,121,43,15,0,2,2002
"4742",1905033,102,40,112,24,127,38,23,5,3,2002
"4743",1906031,117,37,120,21,113,29,14,6,2,2002
"4744",1908032,126,55,104,33,101,45,17,8,6,2002
"4745",1908033,115,48,108,27,132,44,16,3,6,2002
"4746",1909030,92,41,89,21,84,30,9,9,6,2002
"4747",1909031,NA,NA,NA,NA,NA,NA,NA,5,1,2002
"4748",1911033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4749",1911034,NA,NA,NA,NA,NA,NA,NA,4,7,2002
"4750",1911035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4751",1914032,116,54,113,35,109,47,20,1,1,2002
"4752",1914033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4753",1915030,109,51,126,35,97,39,18,2,2,2002
"4754",1915031,119,50,129,34,118,42,18,5,0,2002
"4755",1915032,82,10,102,3,93,17,10,3,0,2002
"4756",1917030,141,56,127,39,121,53,26,1,7,2002
"4757",1917031,98,51,107,34,92,40,21,7,2,2002
"4758",1917032,113,53,102,31,114,48,16,5,1,2002
"4759",1917033,74,37,73,18,64,25,10,10,7,2002
"4760",1917034,101,40,116,26,105,33,15,8,4,2002
"4761",1918033,108,49,112,30,124,46,20,5,1,2002
"4762",1919037,102,52,110,34,119,51,17,0,0,2002
"4763",1919038,115,53,117,34,117,48,15,1,0,2002
"4764",1919040,115,47,112,27,134,43,13,1,6,2002
"4765",1919041,136,53,117,30,106,37,26,4,1,2002
"4766",1919043,125,48,118,26,115,35,6,1,1,2002
"4767",1919044,121,46,116,27,132,39,20,3,1,2002
"4768",1919045,116,24,101,5,115,24,9,1,0,2002
"4769",1919046,102,22,103,10,126,28,14,8,6,2002
"4770",1920032,106,52,106,32,116,49,18,4,5,2002
"4771",1920033,107,50,103,29,110,43,17,3,0,2002
"4772",1925031,146,56,115,35,113,49,22,3,0,2002
"4773",1926031,103,41,109,24,121,37,10,2,2,2002
"4774",1926032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4775",1926033,104,16,114,7,105,20,9,1,0,2002
"4776",1928030,108,25,109,12,100,23,11,13,2,2002
"4777",1930034,107,52,119,35,126,52,24,3,0,2002
"4778",1930035,102,48,103,28,107,41,15,1,2,2002
"4779",1932035,99,43,117,30,113,39,14,7,3,2002
"4780",1935172,NA,NA,NA,NA,NA,NA,NA,1,1,2002
"4781",1935173,NA,NA,NA,NA,NA,NA,NA,1,1,2002
"4782",1945032,121,30,115,13,117,26,11,4,2,2002
"4783",1947030,98,44,98,25,115,41,15,3,7,2002
"4784",1947031,125,42,121,22,125,33,15,1,1,2002
"4785",1947032,95,17,93,5,93,20,10,0,0,2002
"4786",1954030,98,50,97,29,93,39,20,1,3,2002
"4787",1954031,88,39,93,23,95,35,18,11,2,2002
"4788",1954033,118,41,104,18,96,27,13,9,5,2002
"4789",1954171,89,44,95,27,98,40,15,3,2,2002
"4790",1955030,96,34,97,17,108,31,12,6,9,2002
"4791",1956030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4792",1959031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4793",1959032,135,54,151,39,138,50,24,6,3,2002
"4794",1960032,154,56,121,36,119,50,27,7,8,2002
"4795",1960178,NA,NA,NA,NA,NA,NA,NA,5,6,2002
"4796",1960179,NA,NA,NA,NA,NA,NA,NA,6,3,2002
"4797",1962030,107,52,108,33,115,48,12,8,4,2002
"4798",1962031,135,54,108,29,146,52,13,4,0,2002
"4799",1965031,132,55,120,35,102,43,25,0,0,2002
"4800",1969032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4801",1969033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4802",1970032,138,35,127,15,120,25,13,5,2,2002
"4803",1971033,93,49,95,30,111,49,11,3,5,2002
"4804",1975032,136,55,124,35,116,47,23,7,5,2002
"4805",1975033,117,50,138,36,138,48,19,8,7,2002
"4806",1978031,131,39,106,15,109,27,12,11,7,2002
"4807",1985030,96,43,100,26,101,37,11,7,9,2002
"4808",1994177,NA,NA,NA,NA,NA,NA,NA,5,6,2002
"4809",1994178,NA,NA,NA,NA,NA,NA,NA,1,6,2002
"4810",2004035,115,52,128,35,97,38,17,2,1,2002
"4811",2004036,109,47,105,27,111,39,13,1,1,2002
"4812",2006177,96,51,93,29,96,43,13,1,1,2002
"4813",2006178,87,43,100,29,100,41,17,11,5,2002
"4814",2011033,114,51,111,31,109,42,16,4,0,2002
"4815",2011034,104,48,116,31,118,44,14,3,2,2002
"4816",2011035,101,41,106,24,109,35,14,7,5,2002
"4817",2012032,106,42,106,23,117,36,14,5,0,2002
"4818",2012033,118,35,127,22,123,30,10,11,7,2002
"4819",2012034,107,29,114,16,97,24,15,6,1,2002
"4820",2013174,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4821",2016031,91,47,91,28,99,43,14,6,10,2002
"4822",2016032,93,45,102,29,92,36,16,16,5,2002
"4823",2016033,76,31,94,22,94,33,14,11,4,2002
"4824",2017032,NA,NA,NA,NA,NA,NA,NA,12,10,2002
"4825",2019031,100,52,106,33,94,41,18,5,2,2002
"4826",2019032,122,29,126,17,123,27,11,4,1,2002
"4827",2022030,NA,NA,NA,NA,NA,NA,NA,7,3,2002
"4828",2022031,NA,NA,NA,NA,NA,NA,NA,2,1,2002
"4829",2028032,112,45,97,21,115,37,13,3,1,2002
"4830",2030037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4831",2030038,117,54,110,34,114,49,17,6,0,2002
"4832",2030039,99,51,97,30,97,42,19,10,6,2002
"4833",2030040,124,51,119,31,134,46,16,9,6,2002
"4834",2030041,101,31,96,13,118,30,12,6,1,2002
"4835",2032035,82,44,88,27,85,37,17,6,0,2002
"4836",2032037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4837",2032040,97,35,109,21,108,31,10,13,5,2002
"4838",2032041,116,35,120,20,111,28,10,12,11,2002
"4839",2033030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4840",2034031,126,55,104,33,117,51,23,5,1,2002
"4841",2034033,114,29,121,17,124,29,12,9,0,2002
"4842",2034034,92,21,89,7,98,24,11,2,1,2002
"4843",2047030,149,56,112,34,118,50,18,10,2,2002
"4844",2047031,118,51,121,32,116,43,15,7,1,2002
"4845",2050031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4846",2050032,136,55,108,31,98,40,14,10,5,2002
"4847",2051034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4848",2051035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4849",2053031,106,53,104,33,116,51,22,6,5,2002
"4850",2053032,111,53,109,33,124,52,18,3,4,2002
"4851",2053033,116,50,106,28,120,43,15,5,1,2002
"4852",2054030,111,47,110,28,113,39,15,5,4,2002
"4853",2054031,115,42,112,22,117,33,11,11,1,2002
"4854",2055030,96,49,94,28,106,45,15,6,3,2002
"4855",2055031,105,52,114,34,127,53,17,1,0,2002
"4856",2055032,114,52,108,31,113,45,21,2,0,2002
"4857",2055033,110,51,122,34,128,50,18,2,1,2002
"4858",2055034,124,35,131,22,128,30,13,2,0,2002
"4859",2056034,81,41,93,27,76,30,14,13,10,2002
"4860",2059033,87,26,90,12,76,20,6,13,6,2002
"4861",2060030,98,48,119,33,105,42,17,2,4,2002
"4862",2061031,92,25,97,13,88,23,8,3,6,2002
"4863",2061032,123,25,131,14,113,22,11,3,0,2002
"4864",2061183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4865",2067036,118,53,117,33,112,45,19,1,0,2002
"4866",2067037,98,45,106,28,105,39,19,1,0,2002
"4867",2067038,92,13,99,3,91,17,12,4,1,2002
"4868",2073033,89,46,88,27,109,47,13,6,1,2002
"4869",2073034,100,14,NA,NA,89,15,8,4,0,2002
"4870",2075177,86,46,86,26,77,32,NA,11,14,2002
"4871",2080031,94,47,96,28,103,43,15,1,0,2002
"4872",2080032,73,28,80,15,91,31,11,2,0,2002
"4873",2083030,112,35,123,22,131,33,15,2,1,2002
"4874",2083031,106,19,127,15,90,18,8,15,7,2002
"4875",2083172,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4876",2083173,95,46,102,29,108,43,15,6,3,2002
"4877",2086031,116,49,113,29,112,40,15,3,3,2002
"4878",2086033,112,43,110,23,131,39,15,4,1,2002
"4879",2088031,115,53,108,32,122,50,21,1,0,2002
"4880",2095032,NA,NA,NA,NA,NA,NA,NA,6,1,2002
"4881",2095033,NA,NA,NA,NA,NA,NA,NA,13,NA,2002
"4882",2106031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4883",2106032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4884",2106033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4885",2108031,NA,NA,NA,NA,NA,NA,NA,1,0,2002
"4886",2108032,NA,NA,NA,NA,NA,NA,NA,10,1,2002
"4887",2108033,104,43,107,25,106,35,12,7,1,2002
"4888",2108034,107,39,123,25,120,34,17,0,2,2002
"4889",2108178,112,49,106,28,122,44,19,4,2,2002
"4890",2108179,103,41,108,24,112,35,12,5,0,2002
"4891",2109030,111,51,106,30,119,46,13,5,12,2002
"4892",2109031,109,48,103,27,115,41,11,17,7,2002
"4893",2117030,121,51,122,32,121,43,14,3,1,2002
"4894",2117031,109,46,115,29,108,37,13,5,9,2002
"4895",2117032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4896",2117033,114,32,128,21,110,27,15,9,4,2002
"4897",2125030,149,56,90,26,100,43,22,6,3,2002
"4898",2125031,128,54,125,35,119,47,19,3,3,2002
"4899",2125032,125,53,113,31,98,38,16,4,1,2002
"4900",2125034,129,50,125,31,125,39,19,11,4,2002
"4901",2126032,154,56,143,40,139,56,23,3,0,2002
"4902",2127030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4903",2127031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4904",2128032,156,55,117,28,115,37,15,2,1,2002
"4905",2128033,112,38,126,24,136,36,14,1,0,2002
"4906",2129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4907",2129033,136,55,108,31,140,54,19,1,4,2002
"4908",2129035,NA,NA,NA,NA,NA,NA,NA,6,1,2002
"4909",2129036,145,55,100,27,100,38,15,14,8,2002
"4910",2129190,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4911",2137034,152,47,128,19,98,22,10,11,6,2002
"4912",2138033,112,46,107,26,NA,NA,13,9,11,2002
"4913",2138176,112,52,98,28,95,38,12,9,7,2002
"4914",2143031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4915",2143032,99,51,97,30,93,40,16,12,3,2002
"4916",2150031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4917",2151038,123,55,97,31,89,39,18,10,9,2002
"4918",2151039,91,46,91,26,91,37,10,15,8,2002
"4919",2151040,89,44,99,29,94,38,15,6,6,2002
"4920",2151041,95,19,91,6,104,24,12,0,1,2002
"4921",2164039,99,50,117,34,108,45,14,2,0,2002
"4922",2164041,84,16,91,7,96,23,7,10,4,2002
"4923",2164042,84,11,88,1,100,19,14,11,7,2002
"4924",2175030,113,51,112,31,129,49,17,5,3,2002
"4925",2175031,125,49,121,29,119,38,15,5,0,2002
"4926",2175032,131,38,134,23,128,30,11,3,2,2002
"4927",2175033,106,17,102,3,93,17,6,4,4,2002
"4928",2176031,109,52,131,37,135,54,21,3,1,2002
"4929",2176032,112,50,100,27,101,39,17,3,3,2002
"4930",2177031,105,52,105,32,100,43,16,1,4,2002
"4931",2177032,120,53,100,29,108,44,15,7,7,2002
"4932",2177033,109,49,99,26,96,36,17,1,0,2002
"4933",2177034,147,55,122,32,117,42,15,2,0,2002
"4934",2177035,102,37,124,25,115,32,12,5,7,2002
"4935",2177036,112,19,NA,NA,91,16,9,0,0,2002
"4936",2181036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4937",2181038,105,37,99,17,103,29,14,5,9,2002
"4938",2188030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4939",2188032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4940",2191038,129,55,116,35,137,56,20,7,2,2002
"4941",2191182,90,43,108,30,82,31,16,7,2,2002
"4942",2194185,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4943",2195178,96,51,93,29,86,37,17,4,0,2002
"4944",2195181,NA,NA,NA,NA,NA,NA,NA,4,1,2002
"4945",2196034,68,31,60,12,76,28,10,14,5,2002
"4946",2196035,94,42,94,23,106,39,9,7,2,2002
"4947",2197031,59,26,59,12,59,22,11,5,12,2002
"4948",2197032,110,29,126,20,123,29,10,9,1,2002
"4949",2198031,106,53,111,35,98,43,23,0,1,2002
"4950",2198032,NA,NA,NA,NA,NA,NA,NA,1,2,2002
"4951",2198033,98,50,105,32,94,40,21,2,1,2002
"4952",2198034,NA,NA,NA,NA,NA,NA,NA,13,3,2002
"4953",2198035,130,51,132,33,129,42,12,6,7,2002
"4954",2198036,120,41,129,25,119,32,14,4,9,2002
"4955",2199035,133,50,138,32,138,41,20,7,1,2002
"4956",2199036,143,43,136,24,99,24,13,3,1,2002
"4957",2201030,112,46,113,28,114,38,15,11,10,2002
"4958",2201173,139,55,132,36,124,48,16,3,2,2002
"4959",2205032,99,51,100,32,82,33,18,5,4,2002
"4960",2207030,114,50,106,29,99,37,21,11,3,2002
"4961",2207031,120,50,103,26,122,42,16,3,1,2002
"4962",2210033,86,34,95,21,88,29,14,11,14,2002
"4963",2210035,92,31,103,18,98,28,20,5,3,2002
"4964",2210180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4965",2210181,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4966",2219033,78,41,85,25,108,47,13,10,9,2002
"4967",2219034,88,38,97,24,93,33,12,14,12,2002
"4968",2224030,96,48,102,30,95,39,17,10,4,2002
"4969",2224039,104,52,104,32,97,42,19,1,0,2002
"4970",2224040,112,53,92,27,105,45,17,9,7,2002
"4971",2224042,NA,NA,NA,NA,NA,NA,NA,2,1,2002
"4972",2224044,NA,NA,NA,NA,NA,NA,NA,2,0,2002
"4973",2224045,112,21,NA,NA,116,22,12,1,2,2002
"4974",2225033,123,55,90,28,101,46,16,3,4,2002
"4975",2225034,NA,NA,NA,NA,NA,NA,NA,1,0,2002
"4976",2228030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4977",2228031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4978",2228033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4979",2228035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4980",2228036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4981",2237031,143,44,121,21,118,28,14,5,0,2002
"4982",2237032,114,23,126,14,133,28,8,13,13,2002
"4983",2238031,NA,NA,NA,NA,NA,NA,NA,0,2,2002
"4984",2238033,NA,NA,NA,NA,NA,NA,NA,1,3,2002
"4985",2238035,NA,NA,NA,NA,NA,NA,NA,4,1,2002
"4986",2238036,NA,NA,NA,NA,NA,NA,NA,0,1,2002
"4987",2238037,118,31,121,17,129,30,13,6,0,2002
"4988",2240031,98,51,98,31,99,44,19,11,3,2002
"4989",2240032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4990",2240033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4991",2240034,94,42,94,23,100,37,9,5,0,2002
"4992",2240175,127,36,128,21,113,27,10,6,2,2002
"4993",2244031,141,56,109,35,109,49,22,1,0,2002
"4994",2246030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"4995",2248033,103,41,118,27,98,31,14,6,4,2002
"4996",2248034,128,38,132,23,114,28,12,5,4,2002
"4997",2250041,106,53,107,34,122,53,25,0,1,2002
"4998",2250042,96,47,96,27,97,39,12,2,3,2002
"4999",2250043,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5000",2250044,107,49,119,32,NA,NA,26,6,1,2002
"5001",2250045,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5002",2251035,NA,NA,NA,NA,NA,NA,NA,7,2,2002
"5003",2251037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5004",2251040,116,36,115,20,110,27,14,2,2,2002
"5005",2256175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5006",2260031,126,55,98,31,98,43,15,12,2,2002
"5007",2260033,99,51,107,33,101,44,16,5,0,2002
"5008",2260035,114,51,106,30,107,41,13,10,10,2002
"5009",2260036,95,46,99,28,97,38,11,16,2,2002
"5010",2261033,NA,NA,NA,NA,NA,NA,NA,3,0,2002
"5011",2261034,NA,NA,NA,NA,NA,NA,NA,1,0,2002
"5012",2271032,100,49,131,36,137,53,20,0,1,2002
"5013",2271034,109,44,122,29,113,36,20,9,5,2002
"5014",2271035,108,44,116,28,114,37,14,3,7,2002
"5015",2272033,104,41,118,27,83,26,11,2,1,2002
"5016",2276171,99,51,90,28,104,45,18,3,5,2002
"5017",2277034,92,44,94,25,91,35,9,10,7,2002
"5018",2277035,108,25,112,13,85,19,11,0,0,2002
"5019",2277183,46,17,37,4,79,28,11,13,10,2002
"5020",2277184,52,17,NA,NA,63,21,6,8,4,2002
"5021",2278039,109,47,103,26,115,40,19,4,1,2002
"5022",2278040,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5023",2278041,99,34,118,22,143,39,12,2,1,2002
"5024",2278042,104,30,111,17,98,25,10,9,2,2002
"5025",2278043,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
"5026",2280038,101,50,111,32,116,47,21,0,0,2002
"5027",2280039,103,51,126,36,105,44,14,10,7,2002
"5028",2280041,NA,NA,NA,NA,NA,NA,NA,14,10,2002
"5029",2280042,116,50,117,31,137,48,15,7,6,2002
"5030",2280043,122,48,118,28,127,40,16,4,2,2002
