ER30001,ER30002,ER33601,ER33602,ER33603,CHREL,Q21B12_2,Q21B12A1,Q21B12A2,Q21G5,Q21G5D,Q21G7A,Q21G7C,Q21G8F,Q21G8I,Q21G10,Q21G10C,Q21H5,Q21H5C,Q21H6,Q21H6B,Q21H7B,Q21H7F,Q21H8,Q21H8B
1591,33,3665,4,30,4,1,6000,6,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,5,0
1591,34,3665,5,30,4,1,2400,6,0,0,0,0,0,0,0,0,1,0,1,1000,5,0,1,25
1591,35,3846,3,30,4,1,2000,6,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1591,36,3846,4,30,4,1,2000,6,0,0,0,0,0,0,0,0,5,0,5,0,1,200,1,32
1597,30,3398,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,550,5,100,5,0
1597,31,3398,4,30,4,5,0,0,5,0,1,550,5,100,1,100,0,0,0,0,0,0,0,0
1608,32,3363,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1608,33,3363,4,33,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1610,31,1633,2,30,4,5,0,0,5,0,1,360,1,35,1,12,0,0,0,0,0,0,0,0
1611,32,6307,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1611,177,5533,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,5,0
1612,30,1329,3,33,4,1,2300,6,0,0,0,0,0,0,0,0,5,0,5,0,1,300,5,0
1613,36,2098,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,250,5,0,5,200,1,100
1613,38,2098,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,400,1,500,1,100
1613,39,1752,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,100,5,0
1613,41,7397,2,30,4,5,0,0,5,0,5,0,5,1000,5,0,0,0,0,0,0,0,0,0
1613,42,1752,5,30,4,5,0,0,5,0,5,0,1,100,1,40,0,0,0,0,0,0,0,0
1621,31,2050,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1000,1,1200
1621,32,2050,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,1,1000,5,0
1624,35,1218,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1624,36,2819,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,60,1,25
1624,37,2819,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1200,1,150,5,0
1627,32,3583,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1628,32,898,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,200
1628,33,898,3,30,4,5,0,0,5,0,5,0,5,60,5,0,0,0,0,0,0,0,0,0
1633,174,1378,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,25
1633,175,1378,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,175,5,0,1,25
1634,32,2004,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1634,33,2004,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1644,30,6455,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,125,5,0,1,50
1644,32,6455,5,30,4,5,0,0,5,0,1,300,5,0,5,0,0,0,0,0,0,0,0,0
1648,32,7286,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1648,173,7286,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,5
1654,31,6777,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,50,1,200,5,0
1654,32,7337,3,30,4,5,0,0,5,0,1,0,5,30,5,0,0,0,0,0,0,0,0,0
1663,36,693,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,5,0
1663,37,2025,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,5,0,5,0
1663,38,3180,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,350,5,0,1,250
1663,40,2888,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,1,40
1663,41,693,7,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,400,1,400
1663,42,2888,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
1663,43,472,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,260,5,300,5,0
1663,46,1523,3,30,4,5,0,0,5,0,1,350,5,70,5,0,0,0,0,0,0,0,0,0
1670,34,7158,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,1,0
1670,35,5472,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1670,36,5472,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1679,30,2533,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1682,33,1747,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,9,1,1500,5,0
1682,34,3843,2,30,4,1,800,6,5,0,1,150,5,25,5,0,0,0,0,0,0,0,0,0
1682,35,3843,3,30,4,1,800,6,5,0,1,150,5,25,5,0,0,0,0,0,0,0,0,0
1684,34,4005,4,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1684,35,4005,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,0,5,0
1684,36,2754,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,800,5,250,5,0
1684,37,2754,4,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1687,31,503,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,65,5,0
1690,35,6987,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1690,36,6987,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1690,173,7304,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1692,38,60,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,150,5,0,5,0
1692,39,60,5,30,4,5,0,0,1,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1692,40,61,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1695,45,3303,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,250
1695,46,1883,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,1,0
1695,48,2200,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,1,0
1695,50,2787,3,30,4,5,0,0,5,0,5,0,5,700,5,0,0,0,0,0,0,0,0,0
1695,51,7250,2,30,4,5,0,0,5,0,5,0,5,250,5,0,0,0,0,0,0,0,0,0
1695,52,7250,3,30,4,5,0,0,5,0,5,0,5,200,5,0,0,0,0,0,0,0,0,0
1695,54,4262,3,30,4,5,0,0,5,0,5,0,5,40,5,0,0,0,0,0,0,0,0,0
1695,64,4162,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,500,5,0
1695,199,4475,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
1697,44,3502,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1697,45,2898,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,480,5,0,5,0
1697,46,2839,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,205,1,30
1697,47,2839,4,30,4,5,0,0,5,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0
1697,48,3302,4,60,4,5,0,0,5,0,5,0,5,104,5,0,0,0,0,0,0,0,0,0
1700,38,5244,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
1700,39,2964,3,30,4,5,0,0,5,0,5,0,5,0,1,9999,0,0,0,0,0,0,0,0
1701,32,7226,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
1701,33,7226,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,1,0
1701,34,3134,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1701,35,3328,3,30,4,5,0,0,5,0,5,0,1,300,1,100,0,0,0,0,0,0,0,0
1701,36,3328,4,30,4,1,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,37,5857,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,20,5,0
1722,38,5859,3,30,4,5,0,0,5,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0
1722,40,7221,2,30,4,1,4000,6,5,0,5,0,5,200,5,0,0,0,0,0,0,0,0,0
1722,184,7155,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,1,0
1722,185,7155,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,150,5,0
1731,31,943,2,30,4,1,400,5,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1731,32,2572,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,5,0,5,0
1731,33,943,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,105,5,0
1731,35,2572,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1200,5,0,5,0
1732,30,1796,3,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1000,5,1000,5,0
1732,31,1796,4,35,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1740,32,919,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,1,200
1750,31,4913,3,30,4,5,0,0,1,0,5,0,5,85,1,0,0,0,0,0,0,0,0,0
1762,40,3399,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1762,41,3980,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,250,1,250,5,0,1,0
1762,42,3399,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1762,43,3980,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1762,44,4092,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1762,45,4163,3,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,35,2678,3,33,4,9,0,0,0,0,0,0,0,0,0,0,5,0,1,9999,5,0,5,0
1763,36,2678,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,9999,5,0,5,0
1767,33,484,3,30,4,5,0,0,5,0,1,650,5,300,1,300,0,0,0,0,0,0,0,0
1775,33,851,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1775,35,851,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,100,5,0
1775,36,4923,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1320,5,50,1,0
1775,37,4923,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,120
1775,38,1195,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1775,39,1195,4,30,4,5,0,0,5,0,5,0,5,0,1,50,0,0,0,0,0,0,0,0
1782,33,4957,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,9999,5,0
1782,34,6931,2,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1782,35,4957,3,30,4,5,0,0,5,0,5,0,5,9999,5,0,0,0,0,0,0,0,0,0
1783,30,2369,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,2000,1,500,5,0
1783,170,2369,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,600,1,500,5,0
1784,33,692,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,1,600,5,0
1784,35,692,5,30,4,5,0,0,5,0,1,420,1,200,5,0,0,0,0,0,0,0,0,0
1786,45,596,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1786,48,4226,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,300,5,0
1786,49,596,6,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,150,5,0
1787,35,2645,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1798,39,2674,3,30,4,5,0,0,5,0,5,0,5,105,5,0,0,0,0,0,0,0,0,0
1798,40,6560,3,30,4,5,0,0,5,0,5,0,5,75,5,0,0,0,0,0,0,0,0,0
1799,38,2791,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1799,39,2791,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1802,33,1615,6,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,200,5,0
1803,30,447,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1803,31,447,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,5,0
1805,33,3533,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,200,5,0,5,0
1805,34,3533,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1805,175,2826,4,60,4,1,99999,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1807,35,4106,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,1,0
1807,37,4581,3,30,4,5,0,0,5,0,5,0,5,200,5,0,0,0,0,0,0,0,0,0
1810,43,1388,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,700,5,0,1,9999
1813,32,188,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1822,34,2258,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,1,250,5,0
1823,33,2889,4,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1823,34,1728,2,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1824,176,5034,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,65,5,0
1830,33,6689,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1837,34,3586,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1837,35,3586,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1839,34,2192,2,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1839,35,2192,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,20,5,0
1839,36,1525,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1839,38,1525,5,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1841,35,7000,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,600,1,0
1841,36,7000,6,30,4,1,2200,6,0,0,0,0,0,0,0,0,5,0,1,500,1,300,5,0
1841,37,5600,3,30,4,5,0,0,5,0,1,600,5,0,5,0,0,0,0,0,0,0,0,0
1841,39,5600,4,30,4,5,0,0,5,0,1,900,1,10,5,0,0,0,0,0,0,0,0,0
1845,30,3181,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1845,31,3181,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,75,5,0
1850,33,4983,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
1850,34,4983,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,800,5,0
1852,32,7005,2,30,4,5,0,0,5,0,1,150,1,0,1,0,0,0,0,0,0,0,0,0
1859,33,4247,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1000,1,300
1862,32,4649,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
1862,33,4649,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1866,32,2013,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1866,33,3368,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1867,33,1222,3,30,4,1,6000,6,0,0,0,0,0,0,0,0,5,0,5,0,1,9999,5,0
1867,34,1222,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1000,1,200,1,0
1878,33,4915,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,180,5,0,1,50
1878,34,4915,4,30,4,5,0,0,5,0,5,0,5,0,1,28,0,0,0,0,0,0,0,0
1879,32,3530,3,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1879,33,3530,4,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1887,37,6334,3,33,4,5,0,0,0,0,0,0,0,0,0,0,1,1820,5,0,5,0,1,0
1893,34,2728,4,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1893,35,2728,5,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1893,36,4511,4,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1893,37,4511,5,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1893,38,5010,3,33,4,5,0,0,5,0,5,0,1,300,5,0,0,0,0,0,0,0,0,0
1897,30,887,3,30,4,1,900,6,0,0,0,0,0,0,0,0,5,0,1,0,5,30,1,250
1898,30,2290,3,33,4,1,2500,6,5,0,5,0,1,500,5,0,0,0,0,0,0,0,0,0
1901,31,2272,3,33,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,700,5,0,5,0
1901,172,1925,3,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,2400,5,0,5,0
1905,31,2813,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,72,5,0,5,200,1,600
1905,32,2813,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,810,5,0,1,7
1905,33,2758,3,30,4,5,0,0,5,0,1,400,5,400,5,0,0,0,0,0,0,0,0,0
1906,31,5890,2,30,4,1,90,5,5,0,1,0,1,25,1,18,0,0,0,0,0,0,0,0
1908,32,1876,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,0
1908,33,1876,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,350,5,0
1909,30,1200,4,60,4,5,0,0,0,0,0,0,0,0,0,0,1,3000,1,125,5,0,5,0
1909,31,1200,3,60,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1911,34,863,3,30,4,5,0,0,5,0,5,0,5,425,5,0,0,0,0,0,0,0,0,0
1914,32,2375,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1915,30,3489,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,500,5,0
1915,31,3489,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,175,5,0,5,0
1915,32,4066,3,30,4,5,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1917,30,2864,3,33,4,1,4100,6,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
1917,31,2953,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,60
1917,32,4310,3,33,4,1,4500,6,0,0,0,0,0,0,0,0,5,0,1,0,5,240,5,0
1917,33,2953,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,60
1917,34,4310,4,30,4,1,2500,6,5,0,1,600,5,100,5,0,0,0,0,0,0,0,0,0
1918,33,1204,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,50,5,0
1919,37,3139,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1919,38,3139,6,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,100,5,0
1919,40,3909,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,120,1,500,5,0
1919,41,5155,4,30,4,1,450,6,0,0,0,0,0,0,0,0,1,0,5,0,5,0,5,0
1919,43,1764,3,30,4,5,0,0,5,0,5,0,5,0,1,1000,0,0,0,0,0,0,0,0
1919,44,1823,4,30,4,5,0,0,5,0,5,0,5,100,5,0,0,0,0,0,0,0,0,0
1919,45,1764,4,30,4,5,0,0,5,0,1,500,5,0,1,75,0,0,0,0,0,0,0,0
1919,46,1823,5,30,4,5,0,0,5,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0
1920,32,2972,5,30,4,1,600,6,0,0,0,0,0,0,0,0,5,0,5,0,1,200,5,0
1920,33,2972,6,30,4,1,0,6,0,0,0,0,0,0,0,0,5,0,1,0,1,0,5,0
1925,31,4050,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,500,5,0
1926,31,2968,4,30,4,5,0,0,5,0,1,906,5,35,1,0,0,0,0,0,0,0,0,0
1926,33,2968,5,30,4,5,0,0,5,0,1,30,5,25,1,20,0,0,0,0,0,0,0,0
1928,30,3758,3,30,4,5,0,0,5,0,1,0,5,470,5,0,0,0,0,0,0,0,0,0
1930,34,3485,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,5000,5,0
1930,35,3485,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,825,5,0,5,0
1932,35,3346,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1800,5,0
1935,172,5873,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,800,1,50
1935,173,5873,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,400,1,100,1,75
1945,32,4806,3,30,4,5,0,0,5,0,5,0,1,250,5,0,0,0,0,0,0,0,0,0
1947,30,1714,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,500,1,100
1947,31,2016,3,30,4,5,0,0,5,0,1,300,1,70,1,200,0,0,0,0,0,0,0,0
1947,32,2016,4,30,4,5,0,0,5,0,1,300,5,70,1,400,0,0,0,0,0,0,0,0
1954,30,1711,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1954,31,1711,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1954,33,1713,4,30,4,1,3000,6,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1954,171,1713,3,30,4,1,3000,6,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1955,30,1645,3,30,4,5,0,0,1,3000,1,20,5,0,5,0,0,0,0,0,0,0,0,0
1959,32,2344,3,30,4,1,4500,6,0,0,0,0,0,0,0,0,5,0,1,2700,5,0,5,0
1960,32,2769,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,800,5,0,1,0
1960,178,1500,2,30,4,1,11400,6,0,0,0,0,0,0,0,0,5,0,1,1400,5,400,5,0
1960,179,1500,3,30,4,1,5000,6,0,0,0,0,0,0,0,0,5,0,5,0,5,500,5,0
1962,30,4896,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1962,31,4896,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,45,5,0
1965,31,4271,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,300,5,1000,1,500
1970,32,2543,3,30,4,5,0,0,5,0,5,0,5,100,5,0,0,0,0,0,0,0,0,0
1971,33,115,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
1975,32,4536,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,632,5,50,1,25
1975,33,4536,6,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,1,170
1978,31,6435,3,30,4,5,0,0,5,0,1,60,1,30,5,0,0,0,0,0,0,0,0,0
1985,30,2497,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,20,5,0,1,1
1994,177,5380,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,5,0
1994,178,5380,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
2004,35,4183,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,100,5,50,1,0
2004,36,4183,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,100,5,0
2006,177,7055,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
2006,178,7055,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,80,5,0
2011,33,5352,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,50,5,0
2011,34,6273,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,50,5,0
2011,35,6273,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,50,5,0
2012,32,734,3,30,4,5,0,0,5,0,1,600,1,4000,5,0,0,0,0,0,0,0,0,0
2012,33,734,4,30,4,5,0,0,5,0,1,1200,5,1200,5,0,0,0,0,0,0,0,0,0
2012,34,1232,3,30,4,5,0,0,5,0,5,0,5,0,1,140,0,0,0,0,0,0,0,0
2016,31,3629,4,30,4,5,0,0,0,0,0,0,0,0,0,0,1,150,1,150,5,0,1,10
2016,32,4758,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1500,5,0
2016,33,4758,3,30,4,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,3000,5,0
2017,32,3426,3,30,4,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
2019,31,4472,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
2019,32,6565,2,30,4,5,0,0,5,0,5,0,1,80,5,0,0,0,0,0,0,0,0,0
2022,30,1718,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,200,1,20
2022,31,1718,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,800,1,20
2028,32,385,2,30,4,5,0,0,5,0,1,270,5,0,5,0,0,0,0,0,0,0,0,0
2030,38,5328,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,2500,5,0
2030,39,6463,4,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,820,1,700,5,0
2030,40,6463,5,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,250,1,600,5,0
2030,41,4130,3,30,4,5,0,0,1,0,1,250,1,25,1,180,0,0,0,0,0,0,0,0
2032,35,497,2,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0
2032,40,2091,2,30,4,5,0,0,1,0,5,0,5,50,5,0,0,0,0,0,0,0,0,0
2032,41,2091,3,30,4,5,0,0,1,0,5,0,5,50,5,0,0,0,0,0,0,0,0,0
2034,31,6815,3,30,4,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,150,5,0
