ER30001,ER30002,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCGID_07,PCGPN_07,OCGID_07,OCGPN_07
6103,180,6103,178,6103,5,6103,5,6103,178,6103,5,6103,178
6107,43,6107,180,6107,6,6107,6,,,,,,
6107,45,6107,8,,,,,6107,187,,,,
6107,47,6107,30,6107,199,6107,30,,,6107,30,6107,203
6108,32,6108,175,,,6108,175,6108,180,,,,
6110,40,6110,179,6110,5,6110,179,,,,,,
6110,41,6110,30,,,6110,30,,,6110,30,,
6110,42,6110,31,6110,186,,,,,,,,
6110,44,6110,32,6110,191,6110,32,6110,171,6110,171,,
6110,45,6110,31,6110,186,,,,,,,,
6110,46,6110,30,,,6110,30,,,6110,30,,
6110,47,6110,32,6110,191,6110,32,6110,171,6110,171,,
6111,33,6111,4,6111,171,6111,4,,,,,,
6111,34,6111,4,6111,171,6111,4,,,6111,4,6111,174
6112,35,6112,173,6112,172,6112,173,6112,200,6112,173,6112,200
6112,36,6112,173,6112,172,6112,173,6112,200,6112,173,6112,200
6112,192,6112,191,,,,,,,6112,204,6112,205
6114,48,6114,183,,,6114,183,,,,,,
6114,49,6114,5,6114,181,,,,,,,,
6114,50,6114,5,6114,181,,,,,,,,
6114,53,6114,170,6114,4,6114,170,,,6114,170,,
6114,54,6114,9,,,,,,,,,,
6114,55,6114,9,,,,,,,,,,
6114,189,6114,170,6114,4,6114,170,,,,,,
6114,193,6114,182,,,6114,182,,,,,,
6115,49,6115,15,,,6115,15,,,,,,
6115,52,6115,37,6115,4,6115,37,,,6115,37,,
6115,53,6115,15,,,6115,15,,,,,,
6115,54,6115,176,6115,4,6115,176,,,6115,176,6115,197
6120,196,6120,195,,,6120,193,6120,1,,,,
6121,44,6121,2,,,,,,,,,,
6121,47,6121,180,6121,13,6121,180,,,,,,
6121,48,6121,176,6121,8,6121,176,6121,8,,,,
6121,50,6121,35,,,6121,35,,,,,,
6121,52,6121,35,,,6121,35,,,,,,
6121,56,6121,186,6121,11,,,,,,,,
6121,57,6121,180,6121,13,6121,180,,,6121,180,,
6121,59,6121,187,,,,,,,,,,
6121,60,6121,30,,,6121,30,,,6121,30,,
6121,61,6121,34,6121,197,6121,34,,,6121,34,,
6121,188,6121,187,,,,,,,,,,
6121,198,6121,186,6121,11,,,,,,,,
6125,31,6125,183,6125,5,6125,5,6125,183,,,,
6125,36,6125,183,6125,5,6125,5,6125,183,,,,
6125,189,6125,176,6125,175,,,,,,,,
6127,38,6127,178,6127,4,6127,178,,,6127,178,6127,4
6127,39,6127,33,6127,3,6127,33,,,6127,33,6127,3
6129,36,6129,170,6129,2,,,,,,,,
6133,180,6133,171,,,,,,,,,,
6133,181,6133,171,,,,,,,,,,
6145,37,6145,32,,,6145,32,,,6145,32,,
6150,33,6150,4,,,6150,4,,,,,,
6150,34,6150,4,,,6150,4,,,6150,4,,
6152,30,6152,2,,,6152,2,,,6152,2,,
6153,31,6153,178,,,6153,178,,,,,,
6154,33,6154,3,6154,174,6154,3,6154,174,,,,
6156,182,6156,181,,,6156,181,,,6156,181,,
6157,31,6157,3,6157,173,6157,3,6157,173,6157,3,,
6159,33,6159,3,6159,170,6159,3,6159,170,,,,
6159,34,6159,2,6159,1,,,,,,,,
6159,35,6159,30,6159,176,6159,30,6159,176,,,,
6159,38,6159,30,6159,176,6159,30,6159,176,6159,30,6159,176
6159,173,6159,2,6159,1,,,,,,,,
6161,31,6161,4,,,6161,4,,,,,,
6161,32,6161,7,,,6161,7,,,,,,
6161,33,6161,7,,,6161,7,,,6161,7,,
6161,34,6161,177,6161,30,,,,,,,,
6161,178,6161,177,6161,30,,,,,,,,
6165,37,6165,4,6165,176,6165,4,6165,176,,,,
6166,53,6166,12,,,,,,,,,,
6166,54,6166,6,,,6166,6,6166,45,,,,
6166,55,6166,12,,,,,,,,,,
6166,57,6166,6,,,6166,6,6166,45,6166,6,6166,45
6166,58,6166,38,,,6166,38,,,6166,11,6166,180
6166,59,6166,40,6166,4,6166,40,6166,4,6166,40,6166,4
6166,60,6166,50,6166,11,6166,50,,,6166,50,6166,11
6166,62,6166,33,6166,178,6166,33,6166,178,6166,33,,
6166,63,6166,50,6166,11,6166,50,,,6166,50,6166,11
6166,177,6166,44,6166,8,6166,44,6166,8,6166,44,6166,184
6166,179,6166,14,,,,,,,6166,14,,
6170,33,6170,171,6170,6,6170,171,6170,6,,,,
6170,34,6170,171,6170,6,6170,171,6170,6,6170,171,,
6171,33,6171,185,,,6171,1,,,6171,1,,
6172,180,6172,6,,,6172,6,,,6172,6,,
6179,38,6179,170,6179,3,6179,170,6179,3,6179,170,6179,3
6179,40,6179,173,,,6179,173,,,6179,173,6179,175
6179,41,6179,170,6179,3,6179,170,6179,3,6179,170,6179,3
6179,174,6179,173,,,6179,173,,,6179,173,6179,175
6183,170,6183,3,,,6183,3,,,6183,3,,
6187,35,6187,11,6187,172,6187,11,6187,172,,,,
6187,36,6187,170,6187,4,6187,170,6187,4,,,,
6187,37,6187,11,6187,172,6187,11,6187,172,,,,
6187,38,6187,12,,,6187,12,6187,1,,,,
6187,40,6187,12,,,6187,12,6187,1,,,,
6187,178,6187,10,6187,173,6187,10,6187,173,,,,
6187,179,6187,10,6187,173,6187,10,6187,173,6187,10,6187,173
6191,30,6191,2,6191,1,6191,2,6191,1,,,,
6191,31,6191,172,,,,,,,,,,
6200,34,6200,9,6200,170,6200,9,6200,170,,,,
6200,38,6200,9,6200,170,6200,9,6200,170,6200,9,6200,170
6200,39,6200,10,6200,178,6200,10,,,6200,10,6200,178
6200,40,6200,11,6200,175,6200,11,6200,175,6200,11,,
6200,41,6200,11,6200,175,6200,11,6200,175,6200,11,,
6203,35,6203,8,,,,,,,,,,
6203,38,6203,8,,,,,,,,,,
6203,182,6203,2,,,6203,2,,,,,,
6203,183,6203,2,,,6203,2,,,,,,
6203,185,6203,184,,,6203,184,,,,,,
6203,186,6203,184,,,6203,184,,,,,,
6205,38,6205,2,,,6205,2,6205,1,6205,10,,
6205,40,6205,2,,,6205,2,6205,1,6205,10,,
6205,41,6205,177,6205,195,6205,177,6205,195,6205,177,,
6205,42,6205,5,6205,183,6205,5,6205,183,6205,5,6205,183
6205,182,6205,175,6205,4,6205,175,6205,4,,,,
6205,193,6205,5,6205,183,6205,5,6205,183,6205,5,6205,183
6210,35,6210,6,6210,179,6210,6,6210,179,,,,
6210,36,6210,30,6210,3,6210,30,6210,3,6210,30,,
6210,37,6210,6,6210,179,6210,179,6210,6,6210,179,6210,6
6210,40,6210,171,,,6210,171,,,,,,
6212,35,6212,2,,,6212,2,,,,,,
6212,36,6212,2,,,6212,2,,,,,,
6212,37,6212,3,,,6212,3,,,,,,
6212,38,6212,170,6212,30,,,,,6212,170,,
6216,30,6216,2,6216,3,6216,3,6216,2,,,,
6217,34,6217,3,,,6217,3,,,,,,
6217,35,6217,172,6217,176,6217,172,6217,176,,,,
6217,36,6217,172,6217,176,6217,172,6217,176,,,,
6227,30,6227,5,,,6227,5,6227,2,,,,
6227,178,6227,5,,,6227,5,6227,2,,,,
6228,36,6228,30,,,6228,30,,,,,,
6228,37,6228,30,,,6228,30,,,6228,30,,
6228,177,6228,8,6228,176,,,,,,,,
6228,178,6228,8,6228,176,,,,,,,,
6229,31,6229,5,,,6229,5,,,,,,
6229,32,6229,5,,,6229,5,,,,,,
6229,33,6229,177,,,,,,,,,,
6229,178,6229,177,,,,,,,,,,
6231,36,6231,8,,,,,,,,,,
6231,37,6231,172,6231,180,,,,,,,,
6231,40,6231,31,,,6231,31,6231,8,6231,31,,
6231,41,6231,33,,,6231,33,6231,183,6231,33,6231,183
6231,182,6231,172,6231,180,,,,,,,,
6232,39,6232,7,,,6232,7,,,,,,
6232,42,6232,8,6232,3,,,,,,,,
6232,46,6232,7,,,6232,37,6232,7,6232,192,,
6232,47,6232,32,,,6232,32,,,6232,32,,
6232,48,6232,32,,,6232,32,,,6232,32,,
6233,36,6233,9,,,6233,9,,,6233,9,,
6233,37,6233,9,,,6233,9,,,6233,9,,
6250,34,6250,2,6250,1,6250,7,6250,174,,,,
6262,34,6262,172,6262,4,6262,4,6262,172,,,,
6262,35,6262,180,6262,9,,,,,,,,
6262,36,6262,179,6262,185,6262,179,,,,,,
6275,31,6275,3,,,6275,3,6275,173,,,,
6275,33,6275,3,,,6275,3,6275,173,6275,3,6275,173
6275,34,6275,7,,,6275,7,,,,,,
6275,35,6275,7,,,6275,7,,,,,,
6281,39,6281,179,6281,198,6281,179,6281,198,,,,
6287,41,6287,170,,,6287,170,,,,,,
6287,42,6287,33,,,6287,33,,,6287,33,6287,182
6287,43,6287,33,,,6287,33,,,6287,33,6287,182
6287,44,6287,32,,,6287,32,,,,,,
6316,31,6316,4,,,6316,4,,,,,,
6316,32,6316,6,6316,173,,,,,6316,6,6316,173
6316,33,6316,6,6316,173,,,,,6316,6,6316,173
6316,172,6316,176,6316,5,,,,,,,,
6327,171,6327,4,6327,170,6327,4,6327,170,,,,
6327,172,6327,4,6327,170,6327,4,6327,170,6327,4,6327,170
6335,35,6335,4,,,6335,4,6335,32,6335,4,,
6335,36,6335,4,,,6335,4,6335,32,6335,4,,
6335,37,6335,31,6335,6,6335,31,,,6335,31,6335,180
6335,38,6335,6,,,6335,6,,,6335,6,,
6342,170,6342,2,,,6342,2,,,,,,
6350,32,6350,7,,,,,,,,,,
6350,33,6350,3,6350,170,6350,3,6350,170,,,,
6350,34,6350,171,6350,6,6350,171,6350,6,,,,
6350,35,6350,7,,,6350,7,6350,174,6350,7,6350,174
6357,34,6357,3,6357,2,6357,3,6357,182,,,,
6357,35,6357,31,,,6357,31,6357,183,,,,
6358,37,6358,3,,,6358,3,,,,,,
6358,38,6358,6,6358,171,6358,6,6358,171,,,,
6358,41,6358,32,6358,176,,,,,6358,32,,
6358,43,6358,170,6358,4,6358,170,6358,4,6358,170,6358,4
6361,30,6361,6,6361,172,6361,6,6361,172,6361,6,,
6361,33,6361,3,6361,173,6361,3,6361,173,6361,3,6361,173
6361,34,6361,3,6361,173,6361,3,6361,173,6361,3,6361,173
6365,46,6365,9,,,6365,9,,,,,,
6365,48,6365,30,,,,,,,,,,
6365,49,6365,11,6365,177,6365,11,6365,177,,,,
6365,50,6365,11,6365,177,6365,11,6365,177,,,,
6365,51,6365,10,6365,2,6365,10,,,6365,10,,
6365,52,6365,30,,,,,,,,,,
6365,53,6365,10,6365,2,6365,10,,,6365,10,,
6366,31,6366,2,,,6366,2,6366,4,6366,4,,
6366,32,6366,2,,,6366,2,6366,4,6366,4,,
6367,36,6367,31,,,,,,,,,,
6368,33,6368,178,,,6368,178,,,,,,
6368,34,6368,2,6368,1,6368,4,6368,1,,,,
6368,35,6368,5,6368,171,6368,5,,,,,,
6368,180,6368,178,,,6368,178,,,,,,
6370,36,6370,181,6370,187,6370,181,,,,,,
6370,37,6370,33,,,6370,33,,,6370,33,,
6370,38,6370,31,,,6370,31,6370,5,6370,31,,
6370,39,6370,33,,,6370,33,,,6370,33,,
6370,40,6370,32,6370,186,6370,32,6370,186,6370,186,6370,32
6370,41,6370,172,6370,9,6370,172,,,6370,172,,
6370,42,6370,31,,,6370,31,6370,5,6370,31,,
6375,33,6375,30,6375,171,6375,30,6375,172,,,,
6375,34,6375,30,6375,171,6375,30,6375,172,,,,
6376,34,6376,172,6376,4,6376,172,6376,4,,,,
6376,175,6376,3,6376,170,,,,,,,,
6377,35,6377,170,6377,2,6377,170,6377,2,,,,
6377,36,6377,5,,,6377,5,6377,173,,,,
6377,37,6377,5,,,6377,5,6377,173,,,,
6381,38,6381,176,6381,4,6381,176,,,,,,
6381,40,6381,184,6381,8,6381,184,,,,,,
6381,178,6381,176,6381,4,6381,176,,,,,,
6396,30,6396,3,6396,176,6396,3,,,6396,3,6396,2
6396,31,6396,3,6396,176,6396,3,,,6396,3,6396,2
6398,31,6398,2,6398,173,6398,2,6398,173,,,,
6406,35,6406,31,6406,2,,,,,,,,
6406,37,6406,31,6406,2,,,,,,,,
6411,33,6411,170,,,6411,170,,,,,,
6411,34,6411,3,6411,183,,,,,6411,3,6411,183
6412,32,6412,170,,,,,,,,,,
6412,33,6412,172,,,,,,,,,,
6413,36,6413,9,6413,2,6413,9,6413,2,,,,
6413,37,6413,9,6413,2,6413,9,6413,2,,,,
6413,38,6413,10,6413,190,6413,10,6413,190,,,,
6413,39,6413,35,,,6413,35,,,,,,
6413,40,6413,10,6413,190,6413,10,6413,190,6413,10,6413,190
6413,42,6413,35,,,6413,35,,,6413,35,,
6414,173,6414,1,,,6414,1,,,6414,1,6414,176
6418,36,6418,3,6418,173,6418,3,,,,,,
6418,176,6418,3,6418,173,6418,3,,,6418,3,6418,178
6434,30,6434,170,6434,3,6434,170,,,6434,170,,
6434,172,6434,170,6434,3,,,,,,,,
6436,46,6436,31,,,6436,31,6436,170,,,,
6436,47,6436,33,,,6436,33,6436,192,,,,
6436,48,6436,31,,,6436,31,6436,170,,,,
6436,49,6436,36,,,6436,36,,,6436,36,6436,920
6438,32,6438,30,6438,2,6438,30,,,6438,30,,
6444,34,6444,171,6444,3,6444,171,6444,3,,,,
6444,35,6444,171,6444,3,6444,171,6444,3,,,,
6472,30,6472,3,,,,,,,,,,
6475,37,6475,5,6475,175,6475,195,,,,,,
6475,38,6475,32,,,6475,32,,,,,,
6475,40,6475,5,6475,175,,,,,,,,
6475,41,6475,30,,,6475,30,,,6475,30,,
6475,42,6475,170,,,6475,170,,,6475,170,,
6475,43,6475,32,,,,,,,,,,
6476,35,6476,174,6476,6,6476,174,6476,6,,,,
6478,31,6478,5,6478,183,6478,5,6478,183,,,,
6478,45,6478,181,6478,2,6478,181,6478,2,,,,
6478,48,6478,179,6478,6,6478,179,6478,6,,,,
6478,52,6478,30,,,6478,30,6478,197,6478,30,,
6484,44,6484,5,6484,175,6484,5,6484,175,,,,
6485,36,6485,172,6485,4,6485,172,6485,4,,,,
6485,39,6485,30,,,6485,30,,,6485,30,6485,189
6485,41,6485,177,,,6485,177,,,,,,
6485,42,6485,5,,,6485,5,,,6485,5,,
6485,178,6485,177,,,6485,177,,,,,,
6485,181,6485,180,6485,32,6485,180,,,6485,180,,
6485,183,6485,182,,,,,,,,,,
6485,184,6485,182,,,,,,,,,,
6494,35,6494,185,6494,3,6494,185,6494,3,6494,185,,
6494,36,6494,185,6494,3,6494,185,6494,3,6494,185,,
6498,33,6498,187,6498,6,6498,6,6498,187,,,,
6498,192,6498,3,,,,,,,,,,
6498,193,6498,3,,,,,,,,,,
6499,34,6499,5,,,6499,170,,,,,,
6499,39,6499,185,6499,30,6499,185,6499,30,,,,
6499,180,6499,30,,,,,,,,,,
6516,33,6516,176,6516,2,6516,176,,,6516,176,,
6519,38,6519,30,,,6519,30,,,6519,30,,
6519,40,6519,30,,,6519,30,,,6519,30,,
6522,30,6522,4,,,,,,,,,,
6522,32,6522,4,,,6522,1,,,6522,4,,
6537,36,6537,31,,,6537,31,,,,,,
6537,37,6537,32,,,,,,,,,,
6537,38,6537,31,,,,,,,,,,
6537,39,6537,32,,,,,,,6537,32,6537,185
6539,174,6539,170,6539,175,6539,170,6539,175,6539,170,,
6541,31,6541,179,6541,4,6541,179,6541,4,6541,4,6541,179
6545,37,6545,7,6545,177,6545,7,6545,177,,,,
6545,39,6545,5,6545,176,6545,5,6545,176,,,,
6545,40,6545,7,6545,177,6545,7,6545,177,6545,7,6545,177
6545,41,6545,5,6545,176,6545,5,6545,176,6545,5,6545,176
6545,178,6545,6,,,6545,6,,,,,,
6545,180,6545,179,6545,33,6545,179,,,,,,
6546,34,6546,9,6546,178,6546,9,,,,,,
6546,36,6546,182,6546,5,6546,182,6546,5,6546,182,6546,5
6546,37,6546,9,6546,178,6546,9,,,,,,
6547,32,6547,171,6547,6,6547,171,6547,6,6547,171,6547,6
6547,172,6547,171,6547,6,6547,171,6547,6,,,,
6549,30,6549,4,,,6549,4,6549,173,,,,
6549,31,6549,4,,,6549,4,6549,173,,,,
6553,30,6553,4,6553,172,6553,4,6553,172,6553,4,6553,172
6553,31,6553,173,,,,,,,,,,
6553,32,6553,173,,,,,,,,,,
6553,171,6553,4,6553,172,6553,4,6553,172,,,,
6557,31,6557,172,6557,1,,,,,,,,
6560,33,6560,3,6560,180,6560,3,,,,,,
6560,181,6560,170,6560,6,6560,170,,,6560,170,,
6571,38,6571,176,6571,31,6571,176,,,6571,176,,
6571,177,6571,176,6571,31,6571,176,,,6571,176,,
6575,31,6575,171,6575,3,6575,171,,,,,,
6575,32,6575,171,6575,3,6575,171,,,,,,
6577,38,6577,7,6577,174,6577,7,6577,174,,,,
6577,39,6577,35,,,,,,,6577,35,,
6577,40,6577,183,,,6577,183,6577,4,,,,
6577,41,6577,185,6577,9,6577,185,6577,9,6577,185,6577,9
6583,44,6583,9,6583,198,,,,,,,,
6583,45,6583,8,6583,177,6583,8,6583,177,,,,
6583,46,6583,6,6583,203,6583,6,,,,,,
6583,47,6583,36,,,6583,36,6583,205,,,,
6583,48,6583,199,6583,7,6583,199,6583,7,6583,199,6583,7
6583,49,6583,30,6583,204,6583,30,,,6583,30,6583,204
6583,50,6583,37,6583,170,6583,37,,,,,,
6583,51,6583,36,,,6583,36,6583,205,,,,
6583,52,6583,30,6583,204,6583,30,,,6583,30,6583,204
6583,200,6583,199,6583,7,6583,199,6583,7,6583,199,6583,7
6588,40,6588,3,6588,35,6588,3,,,6588,3,,
6588,41,6588,36,6588,171,6588,36,,,6588,36,,
6588,42,6588,35,6588,3,6588,35,6588,177,,,,
6589,34,6589,6,6589,180,6589,6,,,,,,
6589,35,6589,7,,,6589,7,,,,,,
6590,39,6590,175,6590,8,6590,175,6590,8,,,,
6590,40,6590,175,6590,8,6590,175,6590,8,,,,
6590,41,6590,10,,,6590,10,,,,,,
6590,45,6590,10,,,6590,10,,,6590,10,6590,41
6590,46,6590,34,6590,170,6590,34,,,6590,34,,
6590,47,6590,31,,,6590,31,,,6590,31,,
6591,36,6591,175,6591,7,6591,175,,,,,,
6591,38,6591,6,,,6591,6,,,6591,6,,
6598,34,6598,4,,,6598,4,,,,,,
6598,35,6598,173,,,,,,,,,,
6598,36,6598,4,,,6598,4,,,,,,
6598,37,6598,173,,,,,,,,,,
6602,32,6602,8,6602,182,,,,,,,,
6602,34,6602,8,6602,182,,,,,,,,
6602,35,6602,177,,,,,,,,,,
6602,36,6602,179,,,6602,179,,,,,,
6602,40,6602,188,6602,7,6602,188,6602,7,6602,188,,
6602,41,6602,9,,,6602,9,6602,204,6602,9,,
6602,181,6602,179,,,6602,179,,,,,,
6602,192,6602,188,6602,7,6602,188,6602,7,,,,
6602,194,6602,195,6602,3,6602,195,,,,,,
6605,33,6605,190,6605,11,6605,190,6605,11,,,,
6605,35,6605,190,6605,11,6605,190,6605,11,6605,190,,
6605,36,6605,192,,,,,,,,,,
6605,37,6605,12,,,6605,12,,,6605,12,,
6605,38,6605,12,,,6605,12,,,6605,12,,
6605,202,6605,203,6605,177,,,,,,,,
6607,180,6607,8,,,6607,8,,,6607,8,,
6615,33,6615,4,6615,173,6615,4,6615,173,,,,
6615,36,6615,31,,,6615,31,,,6615,31,,
6616,33,6616,172,,,6616,172,,,,,,
6616,34,6616,7,,,,,,,,,,
6616,35,6616,172,,,6616,172,,,,,,
6616,36,6616,7,,,,,,,,,,
6616,177,6616,176,6616,6,6616,176,6616,6,,,,
6616,181,6616,179,6616,5,6616,179,,,,,,
6616,183,6616,179,6616,5,6616,179,,,6616,179,,
6624,34,6624,3,6624,175,6624,3,,,,,,
6625,33,6625,170,6625,21,6625,170,6625,21,,,,
6625,34,6625,7,6625,176,6625,7,6625,176,6625,7,6625,176
6625,35,6625,7,6625,176,6625,7,6625,176,6625,7,6625,176
6625,175,6625,174,6625,30,6625,30,6625,174,,,,
6626,32,6626,4,6626,171,6626,4,6626,171,,,,
6626,34,6626,3,6626,173,6626,3,6626,173,,,,
6626,35,6626,6,,,,,,,,,,
6626,36,6626,4,6626,171,6626,4,6626,171,6626,4,6626,171
6626,37,6626,7,6626,180,6626,7,6626,180,6626,7,6626,180
6626,38,6626,8,6626,176,6626,8,6626,176,6626,8,,
6626,39,6626,6,,,,,,,6626,6,,
6633,36,6633,4,,,6633,4,,,,,,
6633,37,6633,4,,,6633,4,,,,,,
6635,42,6635,9,6635,179,6635,9,,,,,,
6635,44,6635,9,6635,179,6635,9,,,6635,9,6635,40
6635,50,6635,171,,,6635,171,,,6635,171,6635,187
6635,52,6635,176,6635,6,6635,176,6635,6,6635,176,,
6635,53,6635,32,6635,184,6635,32,6635,5,6635,32,,
6638,35,6638,4,6638,170,,,,,,,,
6646,37,6646,30,,,6646,30,,,,,,
6646,38,6646,3,6646,33,6646,3,6646,33,,,,
6646,39,6646,30,,,6646,30,,,,,,
6646,40,6646,33,6646,3,6646,33,6646,3,6646,33,,
6646,179,6646,4,,,6646,4,,,,,,
6649,34,6649,3,6649,30,6649,3,,,6649,3,6649,179
6649,35,6649,30,6649,3,6649,30,,,6649,30,,
6655,35,6655,1,,,,,,,,,,
6655,36,6655,3,,,6655,3,,,,,,
6655,37,6655,3,,,6655,3,,,,,,
6655,38,6655,2,,,6655,2,,,6655,2,,
6655,39,6655,2,,,6655,2,,,6655,2,,
6657,31,6657,5,6657,170,6657,5,6657,170,,,,
6657,32,6657,5,6657,170,6657,5,6657,170,,,,
6657,33,6657,30,6657,175,6657,30,,,6657,30,6657,906
6660,31,6660,3,,,6660,3,,,6660,3,,
6660,32,6660,3,,,6660,3,,,6660,3,,
6664,31,6664,174,,,6664,172,,,,,,
6664,32,6664,177,,,6664,177,,,6664,177,,
6664,33,6664,177,,,6664,177,,,6664,177,,
6664,173,6664,174,,,6664,172,,,,,,
6674,32,6674,174,6674,4,,,,,6674,4,,
6674,175,6674,174,6674,4,,,,,,,,
6680,30,6680,4,6680,171,6680,4,6680,171,6680,4,,
6682,33,6682,174,6682,3,6682,174,6682,3,,,,
6682,175,6682,174,6682,3,,,,,,,,
6684,33,6684,5,,,,,,,,,,
6684,34,6684,4,,,6684,4,,,,,,
6684,35,6684,5,,,,,,,,,,
6684,36,6684,8,,,,,,,,,,
6684,38,6684,8,,,,,,,,,,
6684,40,6684,3,6684,173,6684,3,6684,173,6684,3,,
6684,41,6684,4,,,6684,4,,,6684,4,,
6684,42,6684,3,6684,173,6684,3,6684,173,6684,3,,
6694,32,6694,30,6694,174,6694,30,,,6694,30,6694,1
6698,33,6698,4,6698,173,6698,4,6698,173,6698,4,6698,173
6699,32,6699,30,,,6699,2,,,,,,
6706,34,6706,1,,,6706,1,,,,,,
6706,37,6706,176,,,6706,176,,,6706,176,,
6706,38,6706,176,,,6706,176,,,6706,176,,
6706,195,6706,179,6706,2,6706,179,,,,,,
6707,33,6707,30,,,,,,,,,,
6707,34,6707,3,,,6707,3,,,6707,3,,
6710,34,6710,30,,,,,,,,,,
6710,35,6710,31,,,6710,31,,,6710,31,,
6714,171,6714,170,6714,2,,,,,,,,
6716,31,6716,5,6716,175,,,,,,,,
6716,32,6716,173,6716,6,,,,,,,,
6716,174,6716,173,6716,6,,,,,,,,
6721,32,6721,6,,,6721,6,,,,,,
6721,34,6721,6,,,,,,,6721,6,,
6722,31,6722,5,6722,172,6722,5,,,,,,
6724,34,6724,170,6724,4,6724,170,,,,,,
6724,35,6724,170,6724,4,6724,170,,,,,,
6724,36,6724,30,,,6724,30,,,6724,30,,
6724,37,6724,8,6724,182,,,,,6724,8,,
6724,39,6724,30,,,6724,30,,,6724,30,,
6724,40,6724,8,6724,182,6724,8,,,6724,8,,
6724,204,6724,185,6724,31,6724,31,6724,185,6724,31,6724,185
6733,34,6733,30,6733,2,,,,,,,,
6733,35,6733,30,6733,2,,,,,,,,
6735,38,6735,3,6735,184,6735,3,6735,184,,,,
6735,41,6735,5,6735,171,6735,5,6735,171,,,,
6735,42,6735,8,6735,175,6735,8,,,,,,
6735,43,6735,7,,,6735,7,6735,39,,,,
6735,44,6735,8,6735,175,6735,8,,,6735,8,,
6735,45,6735,7,,,6735,7,6735,39,6735,7,,
6736,35,6736,3,6736,173,6736,3,6736,173,,,,
6736,36,6736,5,6736,181,6736,5,6736,181,,,,
6736,37,6736,30,6736,182,6736,182,,,,,,
6736,38,6736,30,6736,182,6736,30,,,6736,30,6736,197
6736,39,6736,5,6736,181,6736,5,6736,181,6736,5,6736,181
6736,40,6736,184,6736,31,6736,184,,,6736,184,6736,190
6738,34,6738,3,,,6738,3,,,,,,
6738,181,6738,180,6738,4,6738,180,,,6738,180,,
6738,182,6738,180,6738,4,6738,180,,,6738,180,,
6740,33,6740,4,,,6740,4,,,,,,
6740,34,6740,3,6740,172,6740,3,6740,172,,,,
6740,35,6740,4,,,6740,4,,,6740,4,,
6750,34,6750,30,,,6750,30,,,,,,
6750,35,6750,30,,,6750,30,,,6750,30,,
6750,36,6750,5,,,,,,,6750,5,,
6750,37,6750,5,,,,,,,6750,5,,
6750,184,6750,183,6750,21,6750,183,,,6750,183,6750,188
6750,185,6750,183,6750,21,6750,183,,,6750,183,6750,188
6765,32,6765,7,6765,170,6765,7,6765,170,,,,
6765,33,6765,4,6765,171,6765,4,,,6765,4,,
6765,34,6765,7,6765,170,6765,7,6765,170,6765,7,6765,170
6765,35,6765,4,6765,171,6765,4,,,6765,4,,
6765,36,6765,5,6765,173,6765,5,6765,173,6765,5,6765,173
6765,37,6765,6,6765,172,6765,6,6765,172,6765,6,6765,172
6769,38,6769,7,,,,,,,,,,
6769,39,6769,8,,,,,,,,,,
6769,40,6769,7,,,,,,,,,,
6779,37,6779,8,6779,193,6779,8,6779,186,,,,
6779,38,6779,8,6779,193,,,,,,,,
6780,174,6780,6,,,6780,6,,,,,,
6784,193,6784,30,,,,,,,,,,
6785,33,6785,172,,,,,,,,,,
6785,37,6785,7,6785,178,6785,7,6785,178,6785,7,,
6785,38,6785,7,6785,178,6785,7,6785,178,6785,7,,
6788,34,6788,4,,,,,,,,,,
6788,35,6788,4,,,,,,,,,,
6789,32,6789,7,,,6789,7,6789,176,,,,
6790,35,6790,171,6790,4,6790,171,6790,4,,,,
6790,36,6790,171,6790,4,6790,171,6790,4,,,,
6790,37,6790,170,6790,3,,,,,,,,
6793,36,6793,170,,,6793,170,,,,,,
6793,37,6793,31,,,6793,31,,,6793,33,6793,909
6793,38,6793,31,,,6793,31,,,6793,33,6793,909
6793,40,6793,33,,,6793,33,6793,32,6793,33,6793,909
6800,38,6800,37,6800,176,6800,37,,,6800,37,,
6801,33,6801,30,6801,170,6801,170,6801,4,,,,
6801,38,6801,31,6801,3,6801,187,,,6801,187,6801,189
6801,39,6801,31,6801,3,6801,3,6801,32,6801,3,,
6801,40,6801,30,6801,170,6801,170,6801,4,6801,170,,
6801,185,6801,172,,,6801,172,6801,35,,,,
6801,186,6801,172,,,,,,,,,,
6802,174,6802,172,6802,171,6802,171,6802,3,6802,172,6802,907
6802,175,6802,172,6802,171,6802,176,6802,177,,,,
6803,33,6803,170,,,6803,170,,,,,,
6816,32,6816,2,,,,,,,,,,
6816,33,6816,2,,,,,,,,,,
6820,34,6820,2,,,6820,2,6820,30,,,,
6820,35,6820,173,,,6820,173,,,,,,
6820,36,6820,173,,,6820,173,,,6820,173,,
6820,37,6820,30,,,6820,30,6820,2,6820,30,,
6822,32,6822,176,6822,5,6822,176,,,6822,176,,
6822,173,6822,4,,,6822,4,,,,,,
6822,175,6822,174,6822,6,6822,174,6822,6,6822,174,6822,6
6822,177,6822,176,6822,5,6822,176,,,6822,176,,
6826,32,6826,6,,,6826,6,6826,178,,,,
6826,33,6826,7,,,6826,7,,,,,,
6828,31,6828,3,6828,171,6828,3,6828,171,,,,
