"","ID","educ","ed","year_meas"
"33640",2900033,NA,NA,-1
"33641",2900034,NA,NA,-1
"33642",2900035,NA,NA,-1
"33643",2900170,14,"13-15",2011
"33644",2900171,16,"16",2011
"33645",2900172,17,">16",1995
"33646",2900173,17,">16",2011
"33647",2900174,12,"12",2003
"33648",2900175,13,"13-15",2003
"33649",2900176,16,"16",2011
"33650",2900177,12,"12",2011
"33651",2901001,14,"13-15",1984
"33652",2901021,14,"13-15",2011
"33653",2901030,17,">16",2011
"33654",2901031,17,">16",2011
"33655",2901032,NA,NA,-1
"33656",2901033,NA,NA,-1
"33657",2901034,NA,NA,-1
"33658",2901170,12,"12",1984
"33659",2901171,13,"13-15",2011
"33660",2901172,NA,NA,-1
"33661",2901173,NA,NA,-1
"33662",2901174,16,"16",2011
"33663",2901175,16,"16",2011
"33664",2902001,17,">16",2011
"33665",2902002,17,">16",1999
"33666",2902003,16,"16",2011
"33667",2902004,16,"16",2011
"33668",2902030,16,"16",2011
"33669",2902031,13,"13-15",2011
"33670",2902032,10,"<12",2011
"33671",2902033,NA,NA,-1
"33672",2902034,NA,NA,-1
"33673",2902035,NA,NA,-1
"33674",2902036,NA,NA,-1
"33675",2902037,NA,NA,-1
"33676",2902170,16,"16",2011
"33677",2902171,14,"13-15",1980
"33678",2902172,13,"13-15",2011
"33679",2902173,12,"12",1991
"33680",2902174,16,"16",2011
"33681",2902175,12,"12",1997
"33682",2902176,NA,NA,-1
"33683",2903001,12,"12",1968
"33684",2904001,5,"<12",1987
"33685",2904002,5,"<12",1987
"33686",2904170,NA,NA,-1
"33687",2905001,13,"13-15",1997
"33688",2905002,13,"13-15",1997
"33689",2906001,12,"12",1994
"33690",2906002,13,"13-15",1995
"33691",2906003,13,"13-15",1986
"33692",2906030,NA,NA,-1
"33693",2906031,NA,NA,-1
"33694",2906032,NA,NA,-1
"33695",2906170,5,"<12",1985
"33696",2906171,16,"16",1994
"33697",2906172,16,"16",1986
"33698",2907001,8,"<12",2011
"33699",2907002,12,"12",2005
"33700",2907003,12,"12",1982
"33701",2907004,NA,NA,-1
"33702",2907005,11,"<12",1991
"33703",2907006,12,"12",2011
"33704",2907007,12,"12",2011
"33705",2907008,12,"12",2011
"33706",2907009,11,"<12",2011
"33707",2907030,NA,NA,-1
"33708",2907031,NA,NA,-1
"33709",2907032,14,"13-15",1993
"33710",2907033,NA,NA,-1
"33711",2907034,12,"12",2011
"33712",2907035,12,"12",2011
"33713",2907036,12,"12",2011
"33714",2907037,12,"12",2011
"33715",2907038,16,"16",2011
"33716",2907039,12,"12",2011
"33717",2907040,12,"12",2011
"33718",2907041,11,"<12",2011
"33719",2907042,12,"12",2009
"33720",2907043,9,"<12",2011
"33721",2907044,NA,NA,-1
"33722",2907045,NA,NA,-1
"33723",2907046,NA,NA,-1
"33724",2907047,NA,NA,-1
"33725",2907048,NA,NA,-1
"33726",2907049,NA,NA,-1
"33727",2907050,NA,NA,-1
"33728",2907051,NA,NA,-1
"33729",2907052,NA,NA,-1
"33730",2907053,NA,NA,-1
"33731",2907054,NA,NA,-1
"33732",2907055,NA,NA,-1
"33733",2907056,NA,NA,-1
"33734",2907170,NA,NA,-1
"33735",2907171,11,"<12",1993
"33736",2907172,NA,NA,-1
"33737",2907173,NA,NA,-1
"33738",2907174,12,"12",2011
"33739",2907175,12,"12",2005
"33740",2907176,10,"<12",1988
"33741",2907177,NA,NA,-1
"33742",2907178,12,"12",1987
"33743",2907179,NA,NA,-1
"33744",2907180,NA,NA,-1
"33745",2907181,NA,NA,-1
"33746",2907182,NA,NA,-1
"33747",2907183,NA,NA,-1
"33748",2907184,12,"12",1992
"33749",2907185,10,"<12",1993
"33750",2907186,NA,NA,-1
"33751",2907187,NA,NA,-1
"33752",2907188,10,"<12",1996
"33753",2907189,6,"<12",1997
"33754",2907190,12,"12",1999
"33755",2907191,NA,NA,-1
"33756",2907192,11,"<12",2009
"33757",2907193,12,"12",2011
"33758",2907194,9,"<12",2011
"33759",2907195,NA,NA,-1
"33760",2907196,NA,NA,-1
"33761",2907197,NA,NA,-1
"33762",2907198,14,"13-15",2011
"33763",2907199,14,"13-15",2011
"33764",2907200,NA,NA,-1
"33765",2907201,NA,NA,-1
"33766",2907202,NA,NA,-1
"33767",2907203,NA,NA,-1
"33768",2907204,NA,NA,-1
"33769",2907205,NA,NA,-1
"33770",2907206,NA,NA,-1
"33771",2908001,17,">16",1968
"33772",2909001,12,"12",1968
"33773",2909002,14,"13-15",1968
"33774",2909003,NA,NA,-1
"33775",2910001,13,"13-15",1999
"33776",2910002,14,"13-15",2011
"33777",2910003,12,"12",1992
"33778",2910030,13,"13-15",1999
"33779",2910031,11,"<12",1999
"33780",2910032,13,"13-15",2009
"33781",2910033,9,"<12",2011
"33782",2910035,NA,NA,-1
"33783",2910170,10,"<12",1990
"33784",2910171,9,"<12",1989
"33785",2910172,NA,NA,-1
"33786",2910173,11,"<12",2011
"33787",2910174,16,"16",2011
"33788",2910175,NA,NA,-1
"33789",2910176,12,"12",2011
"33790",2911001,3,"<12",1977
"33791",2911002,NA,NA,-1
"33792",2912001,5,"<12",1968
"33793",2912002,12,"12",1968
"33794",2913001,8,"<12",1968
"33795",2914001,14,"13-15",1968
"33796",2915001,17,">16",2011
"33797",2915002,17,">16",2011
"33798",2915003,17,">16",1988
"33799",2915004,16,"16",2011
"33800",2915005,17,">16",1996
"33801",2915006,NA,NA,-1
"33802",2915007,NA,NA,-1
"33803",2915030,NA,NA,-1
"33804",2915031,12,"12",2009
"33805",2915032,13,"13-15",2011
"33806",2915033,NA,NA,-1
"33807",2915034,11,"<12",2011
"33808",2915035,NA,NA,-1
"33809",2915170,12,"12",1996
"33810",2915171,16,"16",1988
"33811",2915172,NA,NA,-1
"33812",2915173,12,"12",1996
"33813",2915174,NA,NA,-1
"33814",2915175,12,"12",2005
"33815",2915176,15,"13-15",2009
"33816",2916001,12,"12",1987
"33817",2916002,12,"12",2011
"33818",2916003,9,"<12",1968
"33819",2916004,12,"12",1980
"33820",2916005,12,"12",1992
"33821",2916021,12,"12",1977
"33822",2916030,14,"13-15",2011
"33823",2916031,10,"<12",2011
"33824",2916032,NA,NA,-1
"33825",2916033,NA,NA,-1
"33826",2916170,8,"<12",1987
"33827",2916171,11,"<12",1987
"33828",2916172,12,"12",1980
"33829",2916173,14,"13-15",2011
"33830",2916174,13,"13-15",1975
"33831",2916175,NA,NA,-1
"33832",2916176,12,"12",2003
"33833",2916177,11,"<12",2005
"33834",2916178,11,"<12",2007
"33835",2916179,NA,NA,-1
"33836",2916180,NA,NA,-1
"33837",2916181,12,"12",2011
"33838",2916182,12,"12",2011
"33839",2916183,NA,NA,-1
"33840",2916184,NA,NA,-1
"33841",2916185,NA,NA,-1
"33842",2917001,12,"12",1984
"33843",2917002,12,"12",1984
"33844",2917003,12,"12",1987
"33845",2918001,14,"13-15",1999
"33846",2918002,15,"13-15",1976
"33847",2918021,13,"13-15",1968
"33848",2918170,14,"13-15",1980
"33849",2919001,8,"<12",1968
"33850",2919002,8,"<12",1968
"33851",2920001,4,"<12",1968
"33852",2920002,5,"<12",2001
"33853",2920003,10,"<12",2011
"33854",2920004,12,"12",2011
"33855",2920005,12,"12",2011
"33856",2920006,11,"<12",2001
"33857",2920030,13,"13-15",2011
"33858",2920031,NA,NA,-1
"33859",2920032,12,"12",2009
"33860",2920033,11,"<12",2011
"33861",2920034,NA,NA,-1
"33862",2920035,NA,NA,-1
"33863",2920036,NA,NA,-1
"33864",2920170,12,"12",1986
"33865",2920171,NA,NA,-1
"33866",2920172,NA,NA,-1
"33867",2920173,NA,NA,-1
"33868",2920174,12,"12",2001
"33869",2920175,12,"12",2011
"33870",2920176,11,"<12",1995
"33871",2920177,12,"12",2009
"33872",2920178,14,"13-15",2011
"33873",2920179,12,"12",2011
"33874",2920180,NA,NA,-1
"33875",2920181,12,"12",2011
"33876",2920182,NA,NA,-1
"33877",2920183,NA,NA,-1
"33878",2920184,NA,NA,-1
"33879",2920185,NA,NA,-1
"33880",2920186,NA,NA,-1
"33881",2921001,14,"13-15",1983
"33882",2921002,13,"13-15",2011
"33883",2921003,11,"<12",1988
"33884",2921004,15,"13-15",2011
"33885",2921030,13,"13-15",2001
"33886",2921031,14,"13-15",2011
"33887",2921032,NA,NA,-1
"33888",2921033,12,"12",2009
"33889",2921034,NA,NA,-1
"33890",2921035,NA,NA,-1
"33891",2921036,NA,NA,-1
"33892",2921037,NA,NA,-1
"33893",2921170,NA,NA,-1
"33894",2921171,12,"12",1988
"33895",2921172,12,"12",2011
"33896",2921173,12,"12",2001
"33897",2921174,11,"<12",2011
"33898",2921175,10,"<12",2011
"33899",2922001,12,"12",1968
"33900",2923001,8,"<12",1968
"33901",2923002,5,"<12",1968
"33902",2924001,12,"12",2011
"33903",2924002,12,"12",2011
"33904",2924003,12,"12",2011
"33905",2924030,17,">16",2011
"33906",2924031,10,"<12",2011
"33907",2924032,NA,NA,-1
"33908",2924033,NA,NA,-1
"33909",2924034,NA,NA,-1
"33910",2924035,NA,NA,-1
"33911",2924170,12,"12",2011
"33912",2924171,11,"<12",2003
"33913",2924172,12,"12",2011
"33914",2925001,12,"12",1968
"33915",2926001,12,"12",1968
"33916",2927001,5,"<12",2011
"33917",2927002,5,"<12",2011
"33918",2927003,12,"12",2011
"33919",2927004,NA,NA,-1
"33920",2927030,12,"12",2009
"33921",2927031,16,"16",2009
"33922",2927032,NA,NA,-1
"33923",2927033,NA,NA,-1
"33924",2927034,NA,NA,-1
"33925",2927170,12,"12",2011
"33926",2927171,14,"13-15",1996
"33927",2927172,17,">16",2009
"33928",2927173,14,"13-15",2009
"33929",2928001,12,"12",1994
"33930",2928170,NA,NA,-1
"33931",2928171,NA,NA,-1
"33932",2928172,13,"13-15",1994
"33933",2928173,NA,NA,-1
"33934",2929001,9,"<12",1990
"33935",2929002,12,"12",1988
"33936",2930001,5,"<12",1984
"33937",3001001,17,">16",2011
"33938",3002001,17,">16",2011
"33939",3002002,12,"12",2011
"33940",3002170,16,"16",2011
"33941",3003001,15,"13-15",2011
"33942",3004001,12,"12",2011
"33943",3004002,16,"16",2011
"33944",3004003,17,">16",2005
"33945",3004004,NA,NA,-1
"33946",3005001,15,"13-15",2011
"33947",3005002,15,"13-15",2011
"33948",3005170,NA,NA,-1
"33949",3006001,16,"16",2011
"33950",3006002,17,">16",2011
"33951",3006003,16,"16",2009
"33952",3006004,16,"16",2011
"33953",3006170,NA,NA,-1
"33954",3007001,17,">16",2011
"33955",3007002,16,"16",2011
"33956",3007003,16,"16",2011
"33957",3007030,NA,NA,-1
"33958",3007031,NA,NA,-1
"33959",3007170,16,"16",2007
"33960",3007171,16,"16",2011
"33961",3008001,17,">16",1997
"33962",3008002,17,">16",1997
"33963",3008003,10,"<12",1997
"33964",3009001,16,"16",2011
"33965",3009002,16,"16",2011
"33966",3009003,16,"16",2003
"33967",3009004,16,"16",2011
"33968",3009030,NA,NA,-1
"33969",3009031,NA,NA,-1
"33970",3009170,NA,NA,-1
"33971",3010001,13,"13-15",2009
"33972",3010002,12,"12",2009
"33973",3010003,13,"13-15",2011
"33974",3010004,13,"13-15",2011
"33975",3010030,NA,NA,-1
"33976",3010031,NA,NA,-1
"33977",3010032,NA,NA,-1
"33978",3010170,12,"12",2011
"33979",3010171,13,"13-15",2011
"33980",3010172,NA,NA,-1
"33981",3011001,16,"16",2005
"33982",3011002,16,"16",2011
"33983",3011003,16,"16",1999
"33984",3011004,16,"16",1999
"33985",3012001,17,">16",2011
"33986",3012002,12,"12",2011
"33987",3012003,12,"12",1999
"33988",3012170,14,"13-15",2005
"33989",3012171,17,">16",2007
"33990",3012172,NA,NA,-1
"33991",3013001,16,"16",2011
"33992",3013030,NA,NA,-1
"33993",3013170,12,"12",2011
"33994",3013171,10,"<12",2007
"33995",3013172,NA,NA,-1
"33996",3014001,8,"<12",1997
"33997",3014002,8,"<12",1997
"33998",3015001,7,"<12",1997
"33999",3016001,14,"13-15",2011
"34000",3017001,16,"16",1997
"34001",3017002,16,"16",1997
"34002",3017003,12,"12",1997
"34003",3017004,13,"13-15",1997
"34004",3017005,13,"13-15",1997
"34005",3018001,9,"<12",2011
"34006",3018002,12,"12",2011
"34007",3018003,13,"13-15",2009
"34008",3018004,12,"12",2011
"34009",3018170,9,"<12",2003
"34010",3018171,9,"<12",2003
"34011",3018172,9,"<12",2005
"34012",3019001,7,"<12",2011
"34013",3019002,14,"13-15",2011
"34014",3019003,10,"<12",2011
"34015",3020001,12,"12",2007
"34016",3020002,12,"12",2007
"34017",3020030,NA,NA,-1
"34018",3020031,NA,NA,-1
"34019",3020032,NA,NA,-1
"34020",3020033,NA,NA,-1
"34021",3020034,NA,NA,-1
"34022",3021001,12,"12",2011
"34023",3021002,17,">16",2011
"34024",3021003,12,"12",2003
"34025",3021004,12,"12",2009
"34026",3021030,NA,NA,-1
"34027",3021031,NA,NA,-1
"34028",3021032,NA,NA,-1
"34029",3021170,4,"<12",2011
"34030",3021171,3,"<12",2009
"34031",3021172,12,"12",2011
"34032",3021173,NA,NA,-1
"34033",3022001,14,"13-15",2011
"34034",3023001,16,"16",2011
"34035",3023002,17,">16",2011
"34036",3023003,12,"12",2009
"34037",3023004,NA,NA,-1
"34038",3023005,16,"16",2005
"34039",3023170,16,"16",2005
"34040",3023171,12,"12",2005
"34041",3024001,8,"<12",2011
"34042",3024002,7,"<12",2011
"34043",3024003,NA,NA,-1
"34044",3024030,NA,NA,-1
"34045",3025001,16,"16",2009
"34046",3025002,14,"13-15",2009
"34047",3025003,14,"13-15",2009
"34048",3025004,NA,NA,-1
"34049",3025170,NA,NA,-1
"34050",3026001,15,"13-15",2001
"34051",3026002,NA,NA,-1
"34052",3026170,14,"13-15",2005
"34053",3026171,NA,NA,-1
"34054",3027001,12,"12",2011
"34055",3027002,9,"<12",2011
"34056",3027030,NA,NA,-1
"34057",3027170,14,"13-15",2011
"34058",3028001,12,"12",2011
"34059",3028002,12,"12",2011
"34060",3028170,NA,NA,-1
"34061",3028171,NA,NA,-1
"34062",3028172,NA,NA,-1
"34063",3028173,NA,NA,-1
"34064",3028174,NA,NA,-1
"34065",3028175,NA,NA,-1
"34066",3029001,10,"<12",1999
"34067",3030001,14,"13-15",1997
"34068",3030002,17,">16",1997
"34069",3030003,NA,NA,-1
"34070",3031001,6,"<12",2001
"34071",3031002,15,"13-15",2011
"34072",3032001,16,"16",2011
"34073",3032002,8,"<12",2009
"34074",3032003,16,"16",2011
"34075",3032030,NA,NA,-1
"34076",3032170,14,"13-15",2003
"34077",3032171,12,"12",2005
"34078",3032172,16,"16",2011
"34079",3033001,12,"12",2011
"34080",3033002,10,"<12",2011
"34081",3033170,12,"12",1997
"34082",3034001,16,"16",2011
"34083",3034002,16,"16",2011
"34084",3034003,17,">16",2011
"34085",3034004,17,">16",2011
"34086",3034030,NA,NA,-1
"34087",3034031,NA,NA,-1
"34088",3034170,15,"13-15",2011
"34089",3034171,6,"<12",2011
"34090",3034172,12,"12",2011
"34091",3034173,NA,NA,-1
"34092",3034174,NA,NA,-1
"34093",3035001,14,"13-15",2011
"34094",3035002,16,"16",2007
"34095",3035003,12,"12",2007
"34096",3035170,12,"12",2001
"34097",3035171,13,"13-15",2007
"34098",3035172,11,"<12",2007
"34099",3035173,11,"<12",2007
"34100",3036001,5,"<12",2005
"34101",3036002,12,"12",2005
"34102",3036003,11,"<12",2005
"34103",3036004,14,"13-15",2005
"34104",3036005,NA,NA,-1
"34105",3036030,NA,NA,-1
"34106",3037001,13,"13-15",1997
"34107",3037002,NA,NA,-1
"34108",3037003,NA,NA,-1
"34109",3037004,NA,NA,-1
"34110",3038001,13,"13-15",2011
"34111",3038002,12,"12",2011
"34112",3038170,12,"12",2001
"34113",3038171,NA,NA,-1
"34114",3038172,NA,NA,-1
"34115",3038173,NA,NA,-1
"34116",3038174,NA,NA,-1
"34117",3039001,17,">16",2007
"34118",3039002,17,">16",2007
"34119",3039003,16,"16",2007
"34120",3039021,NA,NA,-1
"34121",3039022,NA,NA,-1
"34122",3040001,16,"16",2011
"34123",3040002,16,"16",2011
"34124",3040003,12,"12",2011
"34125",3041001,12,"12",2011
"34126",3041002,12,"12",2011
"34127",3041003,12,"12",2011
"34128",3041004,12,"12",2011
"34129",3041005,5,"<12",2011
"34130",3041006,4,"<12",2011
"34131",3041007,8,"<12",1999
"34132",3041008,8,"<12",1999
"34133",3041009,NA,NA,-1
"34134",3042001,17,">16",1997
"34135",3042002,12,"12",1997
"34136",3042003,11,"<12",1997
"34137",3042004,NA,NA,-1
"34138",3042005,NA,NA,-1
"34139",3042006,NA,NA,-1
"34140",3043001,14,"13-15",2011
"34141",3043002,12,"12",2011
"34142",3043003,10,"<12",2011
"34143",3044001,17,">16",2007
"34144",3044002,16,"16",2007
"34145",3045001,17,">16",2001
"34146",3045002,17,">16",2001
"34147",3045003,NA,NA,-1
"34148",3045004,NA,NA,-1
"34149",3046001,12,"12",2011
"34150",3046002,10,"<12",2011
"34151",3046003,17,">16",2011
"34152",3046004,12,"12",2007
"34153",3046005,13,"13-15",2011
"34154",3046006,11,"<12",2009
"34155",3046007,11,"<12",2009
"34156",3046008,12,"12",2011
"34157",3046030,NA,NA,-1
"34158",3046031,NA,NA,-1
"34159",3046170,10,"<12",2011
"34160",3046171,16,"16",2011
"34161",3046172,NA,NA,-1
"34162",3047001,11,"<12",2011
"34163",3047002,9,"<12",2011
"34164",3047003,12,"12",2005
"34165",3047004,12,"12",2011
"34166",3047005,11,"<12",2011
"34167",3047006,NA,NA,-1
"34168",3047170,9,"<12",2005
"34169",3047171,NA,NA,-1
"34170",3047172,11,"<12",2005
"34171",3047173,NA,NA,-1
"34172",3047174,10,"<12",2007
"34173",3047175,7,"<12",2011
"34174",3047176,NA,NA,-1
"34175",3048001,12,"12",1997
"34176",3048002,12,"12",1997
"34177",3048003,NA,NA,-1
"34178",3048004,NA,NA,-1
"34179",3048005,NA,NA,-1
"34180",3048006,NA,NA,-1
"34181",3049001,11,"<12",1997
"34182",3049002,9,"<12",1997
"34183",3049003,8,"<12",1997
"34184",3049004,NA,NA,-1
"34185",3049005,NA,NA,-1
"34186",3049006,9,"<12",1997
"34187",3049007,9,"<12",1997
"34188",3050001,12,"12",1997
"34189",3050002,12,"12",1997
"34190",3050003,NA,NA,-1
"34191",3050004,NA,NA,-1
"34192",3051001,12,"12",1997
"34193",3051002,5,"<12",1997
"34194",3051003,15,"13-15",1997
"34195",3052001,6,"<12",2011
"34196",3052002,12,"12",2011
"34197",3052003,6,"<12",2011
"34198",3052004,6,"<12",2011
"34199",3052005,16,"16",2011
"34200",3052030,NA,NA,-1
"34201",3052031,NA,NA,-1
"34202",3052170,12,"12",2005
"34203",3053001,17,">16",2011
"34204",3053002,16,"16",2011
"34205",3053003,17,">16",2011
"34206",3053004,17,">16",2011
"34207",3053030,NA,NA,-1
"34208",3053031,NA,NA,-1
"34209",3053170,8,"<12",2011
"34210",3053171,16,"16",2011
"34211",3053172,16,"16",2011
"34212",3054001,12,"12",2011
"34213",3054002,7,"<12",2007
"34214",3054003,14,"13-15",2011
"34215",3054030,NA,NA,-1
"34216",3054031,NA,NA,-1
"34217",3054032,NA,NA,-1
"34218",3054170,13,"13-15",2007
"34219",3054172,12,"12",2009
"34220",3054173,NA,NA,-1
"34221",3054174,NA,NA,-1
"34222",3055001,16,"16",2011
"34223",3055002,17,">16",2011
"34224",3055003,10,"<12",2011
"34225",3055004,NA,NA,-1
"34226",3055170,12,"12",1997
"34227",3056001,16,"16",2011
"34228",3056002,16,"16",2011
"34229",3056003,13,"13-15",2011
"34230",3056030,NA,NA,-1
"34231",3056170,4,"<12",2009
"34232",3056171,16,"16",2011
"34233",3056172,14,"13-15",2009
"34234",3056173,12,"12",2011
"34235",3057001,12,"12",2011
"34236",3057002,12,"12",2011
"34237",3057003,7,"<12",2011
"34238",3057004,8,"<12",2011
"34239",3057005,10,"<12",2011
"34240",3057030,NA,NA,-1
"34241",3057031,NA,NA,-1
"34242",3057032,NA,NA,-1
"34243",3057033,NA,NA,-1
"34244",3057034,NA,NA,-1
"34245",3057035,NA,NA,-1
"34246",3057170,9,"<12",2011
"34247",3057171,6,"<12",2007
"34248",3057172,10,"<12",2011
"34249",3057173,NA,NA,-1
"34250",3057174,NA,NA,-1
"34251",3057175,NA,NA,-1
"34252",3058001,6,"<12",2011
"34253",3058002,4,"<12",2011
"34254",3058003,12,"12",2011
"34255",3058004,12,"12",2011
"34256",3058005,13,"13-15",2011
"34257",3058006,13,"13-15",2011
"34258",3058007,NA,NA,-1
"34259",3058030,NA,NA,-1
"34260",3058031,NA,NA,-1
"34261",3058032,NA,NA,-1
"34262",3058033,NA,NA,-1
"34263",3058170,12,"12",2009
"34264",3058171,11,"<12",2011
"34265",3058172,NA,NA,-1
"34266",3058173,NA,NA,-1
"34267",3058174,NA,NA,-1
"34268",3059001,16,"16",2011
"34269",3059002,16,"16",2011
"34270",3059003,15,"13-15",2011
"34271",3059004,15,"13-15",2011
"34272",3059170,12,"12",2011
"34273",3060001,16,"16",1997
"34274",3061001,16,"16",2009
"34275",3061002,16,"16",2009
"34276",3061003,12,"12",2009
"34277",3061004,NA,NA,-1
"34278",3061030,NA,NA,-1
"34279",3062001,7,"<12",2011
"34280",3062002,12,"12",2011
"34281",3062003,3,"<12",1997
"34282",3062004,3,"<12",2001
"34283",3062030,NA,NA,-1
"34284",3062170,NA,NA,-1
"34285",3063001,12,"12",2011
"34286",3063002,12,"12",2011
"34287",3063003,13,"13-15",2011
"34288",3063004,12,"12",2011
"34289",3063005,12,"12",2011
"34290",3063006,11,"<12",2011
"34291",3063030,NA,NA,-1
"34292",3063031,NA,NA,-1
"34293",3063170,NA,NA,-1
"34294",3063171,NA,NA,-1
"34295",3064001,12,"12",1999
"34296",3064002,14,"13-15",1999
"34297",3064003,NA,NA,-1
"34298",3064004,NA,NA,-1
"34299",3064005,NA,NA,-1
"34300",3064006,NA,NA,-1
"34301",3064007,NA,NA,-1
"34302",3065001,17,">16",2011
"34303",3065030,NA,NA,-1
"34304",3065031,NA,NA,-1
"34305",3065170,16,"16",2011
"34306",3066001,17,">16",2011
"34307",3066002,17,">16",2011
"34308",3066003,11,"<12",2011
"34309",3066030,NA,NA,-1
"34310",3067001,NA,NA,-1
"34311",3068001,NA,NA,-1
"34312",3069001,12,"12",2009
"34313",3069002,12,"12",2009
"34314",3070001,12,"12",2011
"34315",3070002,12,"12",2011
"34316",3070003,17,">16",2011
"34317",3070004,12,"12",1997
"34318",3070005,NA,NA,-1
"34319",3071001,2,"<12",2007
"34320",3071002,NA,NA,-1
"34321",3071003,10,"<12",2005
"34322",3071170,12,"12",2009
"34323",3072001,12,"12",1997
"34324",3073001,11,"<12",2011
"34325",3073002,14,"13-15",2011
"34326",3073003,3,"<12",1999
"34327",3073030,NA,NA,-1
"34328",3073170,12,"12",2011
"34329",3073171,8,"<12",2011
"34330",3073172,15,"13-15",2011
"34331",3073173,12,"12",2011
"34332",3073174,NA,NA,-1
"34333",3073228,NA,NA,-1
"34334",3074001,2,"<12",2011
"34335",3074002,10,"<12",2011
"34336",3075001,12,"12",2001
"34337",3075002,12,"12",1999
"34338",3075003,12,"12",1999
"34339",3075004,12,"12",2001
"34340",3075030,NA,NA,-1
"34341",3075170,12,"12",2001
"34342",3075171,NA,NA,-1
"34343",3076001,14,"13-15",2011
"34344",3076002,14,"13-15",2011
"34345",3076003,14,"13-15",2011
"34346",3076227,NA,NA,-1
"34347",3077001,14,"13-15",1997
"34348",3077002,16,"16",1997
"34349",3078001,14,"13-15",2011
"34350",3078002,16,"16",2011
"34351",3078003,NA,NA,-1
"34352",3078004,14,"13-15",2011
"34353",3078030,NA,NA,-1
"34354",3078031,NA,NA,-1
"34355",3078032,NA,NA,-1
"34356",3078033,NA,NA,-1
"34357",3078034,NA,NA,-1
"34358",3078170,14,"13-15",2011
"34359",3078171,14,"13-15",2009
"34360",3078172,NA,NA,-1
"34361",3078173,12,"12",2011
"34362",3078174,12,"12",2011
"34363",3079001,12,"12",1997
"34364",3079002,6,"<12",1997
"34365",3079003,8,"<12",1997
"34366",3079004,NA,NA,-1
"34367",3079005,NA,NA,-1
"34368",3080001,16,"16",1997
"34369",3080002,NA,NA,-1
"34370",3080003,NA,NA,-1
"34371",3081001,12,"12",2011
"34372",3082001,11,"<12",2005
"34373",3082002,12,"12",2009
"34374",3082003,10,"<12",2009
"34375",3082004,NA,NA,-1
"34376",3082030,NA,NA,-1
"34377",3083001,17,">16",1997
"34378",3083002,16,"16",1997
"34379",3083003,NA,NA,-1
"34380",3083004,NA,NA,-1
"34381",3084001,16,"16",2011
"34382",3084030,NA,NA,-1
"34383",3084170,12,"12",2011
"34384",3084171,13,"13-15",2011
"34385",3084172,NA,NA,-1
"34386",3084173,NA,NA,-1
"34387",3084174,NA,NA,-1
"34388",3085001,11,"<12",2007
"34389",3085002,12,"12",2011
"34390",3085003,15,"13-15",2011
"34391",3085004,13,"13-15",2011
"34392",3085030,NA,NA,-1
"34393",3085031,NA,NA,-1
"34394",3085170,6,"<12",2003
"34395",3085171,9,"<12",2011
"34396",3085172,14,"13-15",2011
"34397",3085173,13,"13-15",2011
"34398",3085174,NA,NA,-1
"34399",3086001,16,"16",2011
"34400",3086002,16,"16",2011
"34401",3086030,NA,NA,-1
"34402",3086031,NA,NA,-1
"34403",3087001,14,"13-15",2011
"34404",3087002,12,"12",2011
"34405",3087003,17,">16",2011
"34406",3087004,14,"13-15",2011
"34407",3088001,12,"12",2011
"34408",3088002,13,"13-15",2011
"34409",3088003,13,"13-15",2011
"34410",3088004,12,"12",2011
"34411",3088005,10,"<12",2011
"34412",3088006,15,"13-15",2011
"34413",3088007,14,"13-15",2007
"34414",3088008,12,"12",2005
"34415",3088009,14,"13-15",2007
"34416",3088030,NA,NA,-1
"34417",3088031,NA,NA,-1
"34418",3088170,12,"12",2011
"34419",3089001,9,"<12",2011
"34420",3089002,16,"16",2011
"34421",3089003,6,"<12",2011
"34422",3089004,9,"<12",2001
"34423",3089005,14,"13-15",2001
"34424",3089006,NA,NA,-1
"34425",3089007,NA,NA,-1
"34426",3089008,12,"12",2011
"34427",3089030,NA,NA,-1
"34428",3089170,6,"<12",1997
"34429",3090001,16,"16",2011
"34430",3090002,16,"16",2011
"34431",3090003,16,"16",2011
"34432",3090004,10,"<12",2011
"34433",3091001,16,"16",2011
"34434",3091002,16,"16",2011
"34435",3091003,13,"13-15",2007
"34436",3091004,16,"16",2011
"34437",3091030,NA,NA,-1
"34438",3091170,NA,NA,-1
"34439",3092001,17,">16",2001
"34440",3092002,16,"16",2001
"34441",3092003,NA,NA,-1
"34442",3092004,NA,NA,-1
"34443",3093001,17,">16",2011
"34444",3093002,17,">16",2011
"34445",3093170,NA,NA,-1
"34446",3093171,16,"16",2011
"34447",3093172,NA,NA,-1
"34448",3094001,12,"12",2011
"34449",3094002,11,"<12",2011
"34450",3094003,13,"13-15",2011
"34451",3094004,10,"<12",2011
"34452",3094030,NA,NA,-1
"34453",3094170,NA,NA,-1
"34454",3095001,3,"<12",2011
"34455",3095002,9,"<12",2011
"34456",3095003,9,"<12",2011
"34457",3095004,12,"12",2011
"34458",3095005,12,"12",2011
"34459",3095006,12,"12",2011
"34460",3095030,NA,NA,-1
"34461",3095031,NA,NA,-1
"34462",3095032,NA,NA,-1
"34463",3095033,NA,NA,-1
"34464",3095034,NA,NA,-1
"34465",3095035,NA,NA,-1
"34466",3095036,NA,NA,-1
"34467",3095037,NA,NA,-1
"34468",3095038,NA,NA,-1
"34469",3095039,NA,NA,-1
"34470",3095170,17,">16",2011
"34471",3095171,17,">16",2011
"34472",3095172,NA,NA,-1
